booking_id,ride_id,rider_id,seats_booked,total_price,status,booked_at
95,31,10,2,15.2,CONFIRMED,2015-06-13 20:10:00
96,32,393,1,10.31,CONFIRMED,2015-06-14 17:37:00
97,32,794,1,10.31,CONFIRMED,2015-06-15 10:37:00
98,33,452,3,5.4,CONFIRMED,2015-06-14 17:05:00
99,33,361,2,3.6,CONFIRMED,2015-06-13 04:05:00
100,34,224,1,8.5,CONFIRMED,2015-06-13 07:03:00
101,34,90,1,8.5,CONFIRMED,2015-06-14 06:03:00
102,34,920,1,8.5,CONFIRMED,2015-06-14 06:03:00
103,34,104,1,8.5,CONFIRMED,2015-06-15 10:03:00
104,34,145,1,8.5,CONFIRMED,2015-06-12 20:03:00
105,34,772,1,8.5,CONFIRMED,2015-06-14 00:03:00
106,34,128,1,8.5,CONFIRMED,2015-06-14 07:03:00
107,35,397,1,3.15,CONFIRMED,2015-06-15 16:59:00
108,35,117,1,3.15,CANCELLED,2015-06-15 01:59:00
109,35,248,1,3.15,CANCELLED,2015-06-13 12:59:00
110,35,513,1,3.15,CONFIRMED,2015-06-14 19:59:00
111,36,979,1,7.6,CONFIRMED,2015-06-14 18:32:00
112,36,790,1,7.6,CANCELLED,2015-06-13 19:32:00
113,36,76,1,7.6,CONFIRMED,2015-06-13 05:32:00
114,36,18,1,7.6,CONFIRMED,2015-06-13 18:32:00
115,37,657,2,7.3,CONFIRMED,2015-06-14 18:35:00
116,38,525,2,5.18,PENDING,2015-06-15 15:10:00
117,39,402,1,9.73,CONFIRMED,2015-06-14 03:54:00
118,39,602,1,9.73,CONFIRMED,2015-06-15 23:54:00
119,39,651,2,19.46,CONFIRMED,2015-06-16 03:54:00
120,40,684,2,12.06,CONFIRMED,2015-06-16 02:52:00
121,40,761,1,6.03,CONFIRMED,2015-06-14 23:52:00
122,40,675,5,30.15,CONFIRMED,2015-06-15 10:52:00
123,41,382,3,8.22,CONFIRMED,2015-06-16 13:37:00
124,41,131,1,2.74,CONFIRMED,2015-06-14 22:37:00
125,42,538,1,18.64,CONFIRMED,2015-06-14 13:21:00
126,42,67,2,37.28,CONFIRMED,2015-06-16 09:21:00
127,42,271,2,37.28,CONFIRMED,2015-06-16 17:21:00
128,43,235,1,5.11,CONFIRMED,2015-06-17 09:39:00
129,44,49,3,16.32,CONFIRMED,2015-06-16 16:20:00
130,44,485,2,10.88,CANCELLED,2015-06-17 07:20:00
131,45,231,1,2.81,CONFIRMED,2015-06-17 03:32:00
132,45,331,1,2.81,CONFIRMED,2015-06-17 06:32:00
133,45,256,1,2.81,CONFIRMED,2015-06-14 18:32:00
134,45,428,1,2.81,PENDING,2015-06-17 04:32:00
135,46,888,1,33.55,CONFIRMED,2015-06-14 16:38:00
136,46,291,1,33.55,CONFIRMED,2015-06-16 13:38:00
137,46,794,1,33.55,CONFIRMED,2015-06-16 00:38:00
138,46,867,1,33.55,CONFIRMED,2015-06-14 23:38:00
139,47,752,3,96.93,CONFIRMED,2015-06-28 05:42:00
140,47,924,1,32.31,CONFIRMED,2015-06-27 08:42:00
141,48,240,3,31.38,CONFIRMED,2015-07-07 16:48:00
142,49,2,2,21.68,CANCELLED,2015-07-06 08:31:00
143,49,779,1,10.84,CONFIRMED,2015-07-06 17:31:00
144,49,675,2,21.68,CONFIRMED,2015-07-07 16:31:00
145,50,730,1,9.1,CONFIRMED,2015-07-07 18:38:00
146,50,288,4,36.4,CONFIRMED,2015-07-07 00:38:00
147,51,999,1,1.44,CONFIRMED,2015-09-04 12:21:00
148,51,767,1,1.44,CONFIRMED,2015-09-06 07:21:00
149,51,88,1,1.44,CONFIRMED,2015-09-05 22:21:00
150,51,596,1,1.44,CONFIRMED,2015-09-04 22:21:00
151,52,719,1,3.54,CONFIRMED,2015-09-08 07:25:00
152,52,853,1,3.54,CANCELLED,2015-09-08 19:25:00
153,52,755,1,3.54,CONFIRMED,2015-09-08 15:25:00
154,52,336,1,3.54,CONFIRMED,2015-09-07 08:25:00
155,53,550,3,7.05,PENDING,2015-09-08 11:49:00
156,54,317,1,5.91,CONFIRMED,2015-09-09 00:47:00
157,54,476,1,5.91,CONFIRMED,2015-09-08 21:47:00
158,54,273,1,5.91,CONFIRMED,2015-09-09 07:47:00
159,54,874,1,5.91,CONFIRMED,2015-09-10 08:47:00
160,55,308,2,11.82,CANCELLED,2015-09-07 16:50:00
161,55,268,1,5.91,CONFIRMED,2015-09-10 02:50:00
162,55,841,1,5.91,CONFIRMED,2015-09-10 08:50:00
163,55,180,1,5.91,CONFIRMED,2015-09-08 12:50:00
164,55,32,2,11.82,CONFIRMED,2015-09-10 05:50:00
165,55,976,2,11.82,CANCELLED,2015-09-10 06:50:00
166,56,68,2,4.22,CANCELLED,2015-09-09 01:17:00
167,57,96,2,4.36,CONFIRMED,2015-09-08 23:31:00
168,57,928,1,2.18,CONFIRMED,2015-09-09 03:31:00
169,58,510,1,2.55,CONFIRMED,2015-09-10 17:15:00
170,58,31,1,2.55,CONFIRMED,2015-09-09 11:15:00
171,58,393,1,2.55,CONFIRMED,2015-09-10 13:15:00
172,58,701,1,2.55,CONFIRMED,2015-09-08 22:15:00
173,59,64,2,5.32,CONFIRMED,2015-09-09 16:26:00
174,59,91,2,5.32,CONFIRMED,2015-09-09 14:26:00
175,59,288,1,2.66,PENDING,2015-09-10 14:26:00
176,59,394,4,10.64,CONFIRMED,2015-09-09 21:26:00
177,60,936,2,5.26,CONFIRMED,2015-09-11 17:32:00
178,60,581,1,2.63,CONFIRMED,2015-09-11 12:32:00
179,60,516,1,2.63,CANCELLED,2015-09-11 05:32:00
180,61,830,4,9.84,CONFIRMED,2015-09-11 16:03:00
181,62,104,2,7.1,CONFIRMED,2015-09-13 02:03:00
182,62,255,2,7.1,CONFIRMED,2015-09-11 08:03:00
183,63,959,1,3.83,CONFIRMED,2015-09-11 17:42:00
184,63,861,2,7.66,CANCELLED,2015-09-13 06:42:00
185,63,867,2,7.66,CANCELLED,2015-09-12 15:42:00
186,64,858,2,11.8,CONFIRMED,2015-09-12 14:29:00
187,64,831,2,11.8,CONFIRMED,2015-09-13 05:29:00
188,65,618,1,5.9,CONFIRMED,2015-09-13 14:06:00
189,65,226,2,11.8,CANCELLED,2015-09-12 13:06:00
190,66,350,1,14.74,CANCELLED,2015-09-11 23:07:00
191,66,736,1,14.74,CONFIRMED,2015-09-12 22:07:00
192,67,868,3,10.77,CANCELLED,2015-09-14 04:15:00
193,68,723,2,3.98,CONFIRMED,2015-09-14 23:43:00
194,68,966,2,3.98,CONFIRMED,2015-09-15 22:43:00
195,68,680,2,3.98,CONFIRMED,2015-09-14 04:43:00
196,69,326,2,5.12,CONFIRMED,2015-09-15 23:33:00
197,69,180,2,5.12,CONFIRMED,2015-09-15 08:33:00
198,69,726,1,2.56,CONFIRMED,2015-09-16 21:33:00
199,69,993,2,5.12,CANCELLED,2015-09-16 17:33:00
200,69,577,1,2.56,CONFIRMED,2015-09-15 17:33:00
201,69,712,1,2.56,CANCELLED,2015-09-16 03:33:00
202,70,765,3,17.1,PENDING,2015-09-16 14:39:00
203,70,81,1,5.7,CANCELLED,2015-09-15 17:39:00
204,70,245,4,22.8,CONFIRMED,2015-09-16 09:39:00
205,71,711,3,15.57,CONFIRMED,2015-09-17 02:19:00
206,71,71,1,5.19,CONFIRMED,2015-09-15 07:19:00
207,72,994,1,6.26,CANCELLED,2015-09-15 23:22:00
208,72,172,1,6.26,CONFIRMED,2015-09-15 06:22:00
209,72,907,1,6.26,CONFIRMED,2015-09-17 10:22:00
210,72,425,1,6.26,CONFIRMED,2015-09-16 03:22:00
211,73,976,2,5.44,CONFIRMED,2015-09-15 20:33:00
212,73,109,1,2.72,CONFIRMED,2015-09-14 22:33:00
213,73,77,1,2.72,CONFIRMED,2015-09-15 07:33:00
214,74,443,2,2.96,CONFIRMED,2015-09-17 07:07:00
215,75,55,2,2.72,CONFIRMED,2015-09-18 16:20:00
216,75,105,2,2.72,CONFIRMED,2015-09-16 19:20:00
217,76,678,1,4.66,CONFIRMED,2015-09-20 08:06:00
218,76,290,2,9.32,CONFIRMED,2015-09-20 12:06:00
219,76,306,1,4.66,CONFIRMED,2015-09-20 21:06:00
220,77,206,1,1.62,CONFIRMED,2015-09-22 01:56:00
221,77,101,1,1.62,CANCELLED,2015-09-20 20:56:00
222,77,27,1,1.62,CONFIRMED,2015-09-21 02:56:00
223,77,213,1,1.62,CONFIRMED,2015-09-20 10:56:00
224,78,381,2,6.0,CONFIRMED,2015-09-20 11:39:00
225,78,908,1,3.0,CONFIRMED,2015-09-20 09:39:00
226,79,233,1,4.53,CONFIRMED,2015-09-22 21:19:00
227,79,859,1,4.53,CONFIRMED,2015-09-20 12:19:00
228,79,277,2,9.06,PENDING,2015-09-22 04:19:00
229,80,862,4,31.36,CANCELLED,2015-09-21 07:20:00
230,81,705,1,3.95,CONFIRMED,2015-09-22 11:25:00
231,81,889,1,3.95,CONFIRMED,2015-09-21 15:25:00
232,81,960,1,3.95,CONFIRMED,2015-09-20 23:25:00
233,82,125,2,6.0,CONFIRMED,2015-09-22 21:10:00
234,82,974,1,3.0,CANCELLED,2015-09-23 02:10:00
235,83,435,1,15.26,PENDING,2015-09-23 04:42:00
236,84,844,1,1.68,CANCELLED,2015-09-25 01:51:00
237,84,644,2,3.36,CANCELLED,2015-09-26 02:51:00
238,85,399,4,32.04,CONFIRMED,2015-09-25 05:53:00
239,86,941,1,3.59,CONFIRMED,2015-09-26 00:52:00
240,86,896,1,3.59,CONFIRMED,2015-09-26 07:52:00
241,86,13,1,3.59,CONFIRMED,2015-09-26 07:52:00
242,86,807,1,3.59,CANCELLED,2015-09-24 23:52:00
243,87,272,1,2.05,CONFIRMED,2015-09-25 09:19:00
244,87,394,1,2.05,CONFIRMED,2015-09-24 17:19:00
245,87,672,1,2.05,CONFIRMED,2015-09-25 02:19:00
246,87,499,1,2.05,CONFIRMED,2015-09-24 08:19:00
247,88,920,3,8.76,CANCELLED,2015-09-25 07:12:00
248,88,383,3,8.76,CONFIRMED,2015-09-24 07:12:00
249,88,22,1,2.92,PENDING,2015-09-25 16:12:00
250,89,309,3,11.73,CONFIRMED,2015-09-25 15:07:00
251,89,999,2,7.82,CONFIRMED,2015-09-26 21:07:00
252,90,454,2,8.98,CONFIRMED,2015-09-24 14:58:00
253,90,218,2,8.98,CANCELLED,2015-09-24 15:58:00
254,91,68,3,7.5,CONFIRMED,2015-09-26 21:42:00
255,91,320,3,7.5,CANCELLED,2015-09-27 11:42:00
256,92,199,1,2.58,CANCELLED,2015-09-26 10:39:00
257,92,898,1,2.58,CONFIRMED,2015-09-25 19:39:00
258,93,282,2,3.22,CONFIRMED,2015-09-27 16:46:00
259,93,379,3,4.83,CONFIRMED,2015-09-26 08:46:00
260,94,610,1,2.32,PENDING,2015-09-25 20:27:00
261,94,458,2,4.64,CONFIRMED,2015-09-26 23:27:00
262,95,852,1,1.58,CONFIRMED,2015-09-27 18:40:00
263,95,707,1,1.58,CONFIRMED,2015-09-27 19:40:00
264,95,94,2,3.16,CONFIRMED,2015-09-26 04:40:00
265,95,293,1,1.58,CANCELLED,2015-09-28 20:40:00
266,95,29,2,3.16,CANCELLED,2015-09-27 23:40:00
267,95,397,1,1.58,CONFIRMED,2015-09-27 06:40:00
268,96,435,2,10.78,CONFIRMED,2015-09-28 05:35:00
269,96,918,2,10.78,CONFIRMED,2015-09-26 14:35:00
270,96,387,2,10.78,CONFIRMED,2015-09-29 08:35:00
271,97,576,2,9.58,CONFIRMED,2015-09-28 20:33:00
272,97,664,2,9.58,CONFIRMED,2015-09-27 22:33:00
273,97,610,2,9.58,CANCELLED,2015-09-28 00:33:00
274,98,194,1,3.25,CANCELLED,2015-09-27 09:08:00
275,98,155,2,6.5,CONFIRMED,2015-09-29 09:08:00
276,98,531,2,6.5,PENDING,2015-09-28 03:08:00
277,99,416,1,3.65,CONFIRMED,2015-09-28 10:11:00
278,99,399,1,3.65,CANCELLED,2015-09-27 17:11:00
279,99,756,1,3.65,CANCELLED,2015-09-26 15:11:00
280,99,37,1,3.65,CONFIRMED,2015-09-27 02:11:00
281,100,760,3,5.16,CANCELLED,2015-09-28 16:24:00
282,100,266,3,5.16,CANCELLED,2015-09-29 04:24:00
283,101,365,1,4.41,CONFIRMED,2015-09-29 00:24:00
284,102,809,1,3.01,CONFIRMED,2015-09-28 07:36:00
285,102,910,1,3.01,CONFIRMED,2015-09-30 09:36:00
286,102,341,1,3.01,CANCELLED,2015-09-28 02:36:00
287,102,382,1,3.01,CANCELLED,2015-09-28 18:36:00
288,103,307,1,6.1,CONFIRMED,2015-09-30 11:58:00
289,103,425,1,6.1,CONFIRMED,2015-09-29 02:58:00
290,103,56,1,6.1,CONFIRMED,2015-09-30 13:58:00
291,104,501,2,2.46,CONFIRMED,2015-09-30 17:44:00
292,105,651,2,14.74,CONFIRMED,2015-09-30 20:10:00
293,105,60,1,7.37,CONFIRMED,2015-10-01 06:10:00
294,105,5,1,7.37,CONFIRMED,2015-09-29 11:10:00
295,106,441,2,10.96,CONFIRMED,2015-10-02 06:16:00
296,106,990,1,5.48,CONFIRMED,2015-10-02 09:16:00
297,107,777,1,15.43,CONFIRMED,2015-10-05 12:59:00
298,107,855,1,15.43,CONFIRMED,2015-10-03 16:59:00
299,107,545,2,30.86,CONFIRMED,2015-10-03 11:59:00
300,108,604,1,16.0,CONFIRMED,2015-10-18 15:53:00
301,108,315,2,32.0,CONFIRMED,2015-10-17 09:53:00
302,108,173,2,32.0,CONFIRMED,2015-10-19 11:53:00
303,108,67,2,32.0,PENDING,2015-10-17 14:53:00
304,108,845,2,32.0,CONFIRMED,2015-10-19 07:53:00
305,109,20,1,16.0,CONFIRMED,2015-10-20 05:56:00
306,109,235,3,48.0,CONFIRMED,2015-10-19 16:56:00
307,109,231,2,32.0,CONFIRMED,2015-10-20 03:56:00
308,109,746,2,32.0,CANCELLED,2015-10-18 23:56:00
309,110,610,1,16.18,CONFIRMED,2015-10-25 17:24:00
310,111,708,1,4.74,CONFIRMED,2015-10-24 10:53:00
311,112,562,3,15.12,CONFIRMED,2015-10-27 18:10:00
312,113,713,3,6.51,CONFIRMED,2015-10-28 03:21:00
313,113,704,3,6.51,CONFIRMED,2015-10-27 14:21:00
314,114,639,1,3.36,CONFIRMED,2015-10-30 00:32:00
315,114,622,1,3.36,CONFIRMED,2015-10-30 00:32:00
316,114,719,2,6.72,CONFIRMED,2015-10-29 12:32:00
317,115,853,1,2.5,CONFIRMED,2015-11-04 09:05:00
318,115,537,2,5.0,CONFIRMED,2015-11-03 15:05:00
319,116,934,1,2.26,CONFIRMED,2015-11-09 16:54:00
320,116,214,1,2.26,CONFIRMED,2015-11-09 02:54:00
321,116,706,1,2.26,CONFIRMED,2015-11-09 05:54:00
322,116,957,1,2.26,CONFIRMED,2015-11-09 04:54:00
323,117,661,3,16.83,CONFIRMED,2015-11-13 11:32:00
324,117,238,1,5.61,CANCELLED,2015-11-13 12:32:00
325,117,469,3,16.83,CONFIRMED,2015-11-12 01:32:00
326,118,758,1,10.17,CONFIRMED,2015-11-25 22:21:00
327,118,120,1,10.17,CONFIRMED,2015-11-24 07:21:00
328,118,98,1,10.17,CANCELLED,2015-11-26 04:21:00
329,118,873,1,10.17,CANCELLED,2015-11-25 16:21:00
330,119,412,4,20.8,PENDING,2015-11-27 10:52:00
331,120,708,1,5.01,CONFIRMED,2015-11-30 18:53:00
332,120,873,1,5.01,CONFIRMED,2015-12-01 08:53:00
333,120,491,1,5.01,CONFIRMED,2015-11-29 02:53:00
334,120,821,1,5.01,CONFIRMED,2015-11-29 15:53:00
335,121,628,1,2.11,CONFIRMED,2015-11-30 02:36:00
336,121,30,1,2.11,CANCELLED,2015-11-30 08:36:00
337,121,885,1,2.11,CONFIRMED,2015-12-01 00:36:00
338,122,723,2,42.46,PENDING,2015-12-24 16:52:00
339,123,445,2,2.8,CONFIRMED,2015-12-24 13:00:00
340,124,861,3,16.62,CANCELLED,2015-12-28 22:13:00
341,125,660,2,5.34,CONFIRMED,2015-12-27 10:28:00
342,126,892,1,1.99,CONFIRMED,2015-12-29 03:46:00
343,126,171,1,1.99,CONFIRMED,2015-12-29 17:46:00
344,126,77,1,1.99,CONFIRMED,2015-12-29 15:46:00
345,126,771,1,1.99,CONFIRMED,2015-12-28 12:46:00
346,127,879,4,133.08,CONFIRMED,2016-01-01 05:11:00
347,128,765,1,17.25,CONFIRMED,2015-12-30 01:25:00
348,128,671,1,17.25,CANCELLED,2015-12-31 10:25:00
349,128,19,1,17.25,CONFIRMED,2015-12-30 14:25:00
350,128,106,1,17.25,CONFIRMED,2016-01-01 18:25:00
351,129,866,2,4.38,CONFIRMED,2015-12-30 19:23:00
352,129,467,3,6.57,CONFIRMED,2015-12-30 22:23:00
353,130,100,2,9.14,CONFIRMED,2015-12-31 22:25:00
354,131,989,1,13.72,CONFIRMED,2016-01-04 01:33:00
355,131,821,1,13.72,CONFIRMED,2016-01-02 02:33:00
356,131,300,1,13.72,CONFIRMED,2016-01-03 05:33:00
357,132,124,4,70.36,CONFIRMED,2016-01-04 16:31:00
358,132,954,3,52.77,CONFIRMED,2016-01-03 11:31:00
359,133,950,1,28.97,CONFIRMED,2016-01-04 04:42:00
360,134,676,1,4.0,PENDING,2016-01-06 16:15:00
361,134,604,1,4.0,CONFIRMED,2016-01-04 09:15:00
362,134,981,1,4.0,CANCELLED,2016-01-05 18:15:00
363,134,517,1,4.0,CONFIRMED,2016-01-06 00:15:00
364,135,398,6,137.52,CONFIRMED,2016-01-04 23:30:00
365,136,430,1,19.73,CONFIRMED,2016-01-05 17:27:00
366,136,625,1,19.73,CONFIRMED,2016-01-06 19:27:00
367,136,939,1,19.73,CONFIRMED,2016-01-04 19:27:00
368,136,711,1,19.73,CANCELLED,2016-01-04 14:27:00
369,137,730,1,27.27,CONFIRMED,2016-01-08 18:05:00
370,137,756,2,54.54,CANCELLED,2016-01-09 15:05:00
371,137,959,1,27.27,CONFIRMED,2016-01-08 14:05:00
372,138,781,3,62.1,CONFIRMED,2016-01-08 06:17:00
373,139,899,1,15.42,CONFIRMED,2016-01-10 11:08:00
374,139,868,2,30.84,CONFIRMED,2016-01-10 07:08:00
375,139,433,1,15.42,CONFIRMED,2016-01-09 18:08:00
376,140,701,1,10.83,CONFIRMED,2016-01-09 04:18:00
377,140,258,1,10.83,CONFIRMED,2016-01-10 13:18:00
378,140,150,2,21.66,CANCELLED,2016-01-10 04:18:00
379,141,890,1,5.01,CONFIRMED,2016-01-07 19:12:00
380,141,692,2,10.02,CONFIRMED,2016-01-09 06:12:00
381,141,758,1,5.01,CANCELLED,2016-01-08 17:12:00
382,141,576,2,10.02,PENDING,2016-01-09 02:12:00
383,141,887,1,5.01,CONFIRMED,2016-01-09 10:12:00
384,142,637,4,66.24,CANCELLED,2016-01-09 08:55:00
385,142,891,5,82.8,CONFIRMED,2016-01-10 06:55:00
386,143,302,1,13.47,PENDING,2016-01-11 01:56:00
387,143,460,1,13.47,PENDING,2016-01-08 17:56:00
388,144,388,1,31.16,CONFIRMED,2016-01-08 13:32:00
389,145,134,2,20.22,CONFIRMED,2016-01-09 02:30:00
390,145,165,1,10.11,CONFIRMED,2016-01-09 20:30:00
391,145,600,1,10.11,CONFIRMED,2016-01-09 23:30:00
392,146,810,1,17.56,CONFIRMED,2016-01-10 19:33:00
393,146,588,1,17.56,PENDING,2016-01-09 17:33:00
394,146,565,1,17.56,CONFIRMED,2016-01-11 15:33:00
395,146,368,1,17.56,CONFIRMED,2016-01-10 08:33:00
396,147,359,2,8.0,CANCELLED,2016-01-10 17:53:00
397,148,371,2,23.68,PENDING,2016-01-12 12:42:00
398,148,302,1,11.84,CONFIRMED,2016-01-10 04:42:00
399,148,225,1,11.84,CANCELLED,2016-01-11 06:42:00
400,149,700,3,51.27,CONFIRMED,2016-01-12 00:13:00
401,150,263,1,21.59,CANCELLED,2016-01-10 15:42:00
402,150,554,1,21.59,CONFIRMED,2016-01-11 01:42:00
403,150,742,1,21.59,CONFIRMED,2016-01-12 04:42:00
404,150,290,1,21.59,CONFIRMED,2016-01-09 18:42:00
405,151,8,1,26.58,CANCELLED,2016-01-10 09:02:00
406,151,643,1,26.58,CONFIRMED,2016-01-10 08:02:00
407,151,68,1,26.58,CONFIRMED,2016-01-11 20:02:00
408,151,216,1,26.58,CONFIRMED,2016-01-10 21:02:00
409,151,688,1,26.58,CONFIRMED,2016-01-12 09:02:00
410,152,815,3,8.64,CONFIRMED,2016-01-15 13:31:00
411,152,259,2,5.76,CONFIRMED,2016-01-14 09:31:00
412,153,445,1,1.49,CONFIRMED,2016-01-18 03:55:00
413,153,325,1,1.49,CONFIRMED,2016-01-18 02:55:00
414,153,18,1,1.49,CANCELLED,2016-01-17 22:55:00
415,153,400,1,1.49,CONFIRMED,2016-01-16 21:55:00
416,154,89,1,1.39,CONFIRMED,2016-01-18 15:26:00
417,154,290,1,1.39,CONFIRMED,2016-01-17 14:26:00
418,154,785,1,1.39,CONFIRMED,2016-01-15 21:26:00
419,155,985,2,9.16,CONFIRMED,2016-01-25 12:11:00
420,155,651,1,4.58,CONFIRMED,2016-01-24 12:11:00
421,155,149,1,4.58,CONFIRMED,2016-01-27 11:11:00
422,156,611,1,18.93,CONFIRMED,2016-01-30 13:35:00
423,156,404,1,18.93,CONFIRMED,2016-01-29 16:35:00
424,156,551,1,18.93,CONFIRMED,2016-01-31 05:35:00
425,156,561,3,56.79,CANCELLED,2016-01-31 09:35:00
426,156,971,1,18.93,CONFIRMED,2016-02-01 03:35:00
