city_id,name,state,latitude,longitude
74,Grand Rapids,Michigan,42.9620,-85.6562
75,Mission Viejo,California,33.6095,-117.6550
76,Albany,New York,42.6664,-73.7987
77,Knoxville,Tennessee,35.9692,-83.9496
78,Bakersfield,California,35.3529,-119.0359
79,Ogden,Utah,41.2278,-111.9682
80,Baton Rouge,Louisiana,30.4418,-91.1310
81,Akron,Ohio,41.0798,-81.5219
82,New Haven,Connecticut,41.3112,-72.9246
83,Columbia,South Carolina,34.0376,-80.9037
84,Mesa,Arizona,33.4017,-111.7180
85,Palm Bay,Florida,27.9550,-80.6627
86,Provo,Utah,40.2457,-111.6457
87,Worcester,Massachusetts,42.2705,-71.8079
88,Murrieta,California,33.5720,-117.1909
89,Greenville,South Carolina,34.8353,-82.3647
90,Wichita,Kansas,37.6896,-97.3442
91,Toledo,Ohio,41.6639,-83.5822
92,Staten Island,New York,40.5834,-74.1496
93,Des Moines,Iowa,41.5725,-93.6105
94,Long Beach,California,33.7981,-118.1675
95,Port St. Lucie,Florida,27.2796,-80.3883
96,Denton,Texas,33.2176,-97.1419
97,Madison,Wisconsin,43.0826,-89.3931
98,Reno,Nevada,39.5497,-119.8483
99,Harrisburg,Pennsylvania,40.2752,-76.8843
100,Little Rock,Arkansas,34.7256,-92.3576
101,Oakland,California,37.7903,-122.2165
102,Durham,North Carolina,35.9794,-78.9031
103,Winston-Salem,North Carolina,36.1029,-80.2611
104,Bonita Springs,Florida,26.3559,-81.7861
105,Indio,California,33.7346,-116.2346
106,Palm Coast,Florida,29.5392,-81.2460
107,Chattanooga,Tennessee,35.0657,-85.2488
108,Spokane,Washington,47.6671,-117.4330
109,Syracuse,New York,43.0409,-76.1438
110,Lancaster,Pennsylvania,40.0421,-76.3012
111,Arlington,Texas,32.6998,-97.1250
112,Stockton,California,37.9765,-121.3109
113,Poughkeepsie,New York,41.6949,-73.9210
114,Augusta,Georgia,33.3645,-82.0708
115,Boise,Idaho,43.6007,-116.2312
116,Oxnard,California,34.1963,-119.1815
117,Scranton,Pennsylvania,41.4044,-75.6649
118,Modesto,California,37.6374,-121.0028
119,Kissimmee,Florida,28.3042,-81.4164
120,Aurora,Colorado,39.7087,-104.7273
121,Youngstown,Ohio,41.0993,-80.6463
122,Fayetteville,Arkansas,36.0713,-94.1660
123,Anaheim,California,33.8390,-117.8572
124,Pensacola,Florida,30.4427,-87.1886
125,Victorville,California,34.5277,-117.3536
126,Lancaster,California,34.6935,-118.1753
127,Greensboro,North Carolina,36.0956,-79.8269
128,Corpus Christi,Texas,27.7260,-97.3755
129,Fort Wayne,Indiana,41.0886,-85.1437
130,Santa Ana,California,33.7366,-117.8819
131,Flint,Michigan,43.0235,-83.6922
132,Fayetteville,North Carolina,35.0846,-78.9776
133,Jackson,Mississippi,32.3163,-90.2124
134,Santa Rosa,California,38.4458,-122.7067
135,Lansing,Michigan,42.7142,-84.5601
136,San Juan,Puerto Rico,18.4037,-66.0636
137,Lexington,Kentucky,38.0423,-84.4587
138,Ann Arbor,Michigan,42.2755,-83.7312
139,Henderson,Nevada,36.0133,-115.0380
140,Huntsville,Alabama,34.6988,-86.6412
141,Mobile,Alabama,30.6783,-88.1162
142,Fort Collins,Colorado,40.5478,-105.0656
143,Asheville,North Carolina,35.5704,-82.5536
144,Santa Clarita,California,34.4175,-118.4964
145,St. Paul,Minnesota,44.9477,-93.1040
146,Antioch,California,37.9789,-121.7958
147,Lakeland,Florida,28.0556,-81.9545
148,Trenton,New Jersey,40.2236,-74.7641
149,Lincoln,Nebraska,40.8090,-96.6788
150,Springfield,Missouri,37.1943,-93.2916
151,Anchorage,Alaska,61.1508,-149.1091
152,Plano,Texas,33.0502,-96.7487
153,Irvine,California,33.6772,-117.7738
154,Davenport,Iowa,41.5563,-90.6052
155,Rockford,Illinois,42.2597,-89.0641
156,Newark,New Jersey,40.7245,-74.1725
157,South Bend,Indiana,41.6767,-86.2696
158,Shreveport,Louisiana,32.4656,-93.7956
159,Round Lake Beach,Illinois,42.3790,-88.0811
160,Savannah,Georgia,32.0281,-81.1784
161,Myrtle Beach,South Carolina,33.7096,-78.8843
162,Chula Vista,California,32.6281,-117.0145
163,Eugene,Oregon,44.0563,-123.1173
164,Canton,Ohio,40.8075,-81.3677
165,Lubbock,Texas,33.5659,-101.8878
166,Reading,Pennsylvania,40.3400,-75.9267
167,Winter Haven,Florida,28.0118,-81.7017
168,Salem,Oregon,44.9231,-123.0246
169,St. Petersburg,Florida,27.7931,-82.6652
170,Lafayette,Louisiana,30.2084,-92.0323
171,Laredo,Texas,27.5629,-99.4875
172,Jersey City,New Jersey,40.7161,-74.0682
173,Concord,North Carolina,35.3933,-80.6366
174,Columbus,Georgia,32.5100,-84.8771
175,Chandler,Arizona,33.2826,-111.8516
176,McKinney,Texas,33.2015,-96.6669
177,Scottsdale,Arizona,33.6872,-111.8651
178,Killeen,Texas,31.0754,-97.7296
179,Tallahassee,Florida,30.4551,-84.2526
180,Peoria,Illinois,40.7520,-89.6153
181,Wilmington,North Carolina,34.2100,-77.8866
182,Montgomery,Alabama,32.3473,-86.2666
183,Gilbert,Arizona,33.3101,-111.7463
184,Glendale,Arizona,33.5791,-112.2311
185,North Las Vegas,Nevada,36.2880,-115.0901
186,Chesapeake,Virginia,36.6778,-76.3024
187,Barnstable,Massachusetts,41.6722,-70.3599
188,Norfolk,Virginia,36.8945,-76.2590
189,Fremont,California,37.5265,-121.9852
190,Kennewick,Washington,46.1978,-119.1732
191,Garland,Texas,32.9100,-96.6305
192,Irving,Texas,32.8584,-96.9702
193,Visalia,California,36.3276,-119.3269
194,Atlantic City,New Jersey,39.3797,-74.4527
195,Paradise,Nevada,36.0807,-115.1369
196,Nashua,New Hampshire,42.7491,-71.4910
197,Arlington,Virginia,38.8786,-77.1011
198,Hialeah,Florida,25.8696,-80.3046
199,York,Pennsylvania,39.9651,-76.7315
200,Evansville,Indiana,37.9881,-87.5341
201,Avondale,Arizona,33.3858,-112.3236
202,Brownsville,Texas,25.9980,-97.4565
203,Gulfport,Mississippi,30.4271,-89.0703
204,Appleton,Wisconsin,44.2779,-88.3891
205,Bremerton,Washington,47.5436,-122.7122
206,Hickory,North Carolina,35.7425,-81.3230
207,Tacoma,Washington,47.2431,-122.4531
208,San Bernardino,California,34.1417,-117.2946
209,College Station,Texas,30.5852,-96.2960
210,Kalamazoo,Michigan,42.2749,-85.5882
211,Thousand Oaks,California,34.1914,-118.8755
212,Roanoke,Virginia,37.2785,-79.9580
213,Fontana,California,34.0968,-117.4599
214,Moreno Valley,California,33.9244,-117.2045
215,North Port,Florida,27.0577,-82.1975
216,Fargo,North Dakota,46.8652,-96.8292
217,Green Bay,Wisconsin,44.5150,-87.9896
218,Spring Valley,Nevada,36.0987,-115.2619
219,Amarillo,Texas,35.1988,-101.8311
220,Portland,Maine,43.6773,-70.2715
221,Santa Barbara,California,34.4285,-119.7202
222,Gainesville,Florida,29.6804,-82.3458
223,Olympia,Washington,47.0417,-122.8959
224,Frisco,Texas,33.1555,-96.8215
225,Yonkers,New York,40.9466,-73.8674
226,Norwich,Connecticut,41.5495,-72.0882
227,Glendale,California,34.1818,-118.2468
228,Huntington Beach,California,33.6960,-118.0025
229,Deltona,Florida,28.9050,-81.2137
230,Aurora,Illinois,41.7637,-88.2901
231,Tempe,Arizona,33.3881,-111.9318
232,Overland Park,Kansas,38.8870,-94.6870
233,Grand Prairie,Texas,32.6872,-97.0209
234,Sunrise Manor,Nevada,36.1785,-115.0490
235,Waco,Texas,31.5598,-97.1881
236,Salinas,California,36.6884,-121.6317
237,Waterbury,Connecticut,41.5583,-73.0361
238,Clarksville,Tennessee,36.5695,-87.3420
239,Cedar Rapids,Iowa,41.9665,-91.6782
240,Sioux Falls,South Dakota,43.5397,-96.7320
241,Huntington,West Virginia,38.4109,-82.4344
242,Ontario,California,34.0393,-117.6064
243,Hagerstown,Maryland,39.6401,-77.7217
244,Erie,Pennsylvania,42.1168,-80.0733
245,Vancouver,Washington,45.6366,-122.5967
246,Nampa,Idaho,43.5845,-116.5631
247,Spartanburg,South Carolina,34.9437,-81.9257
248,Gastonia,North Carolina,35.2494,-81.1853
249,Fort Lauderdale,Florida,26.1412,-80.1464
250,Lorain,Ohio,41.4409,-82.1840
251,Murfreesboro,Tennessee,35.8492,-86.4119
252,High Point,North Carolina,35.9907,-79.9938
253,Newport News,Virginia,37.1051,-76.5185
254,Rancho Cucamonga,California,34.1248,-117.5666
255,Hemet,California,33.7341,-116.9969
256,Santa Cruz,California,36.9789,-122.0346
257,Danbury,Connecticut,41.4016,-73.4710
258,Peoria,Arizona,33.7844,-112.2989
259,Oceanside,California,33.2247,-117.3083
260,Elk Grove,California,38.4160,-121.3842
261,Pembroke Pines,Florida,26.0128,-80.3382
262,Vallejo,California,38.1133,-122.2358
263,Garden Grove,California,33.7787,-117.9601
264,Enterprise,Nevada,36.0164,-115.2208
265,Medford,Oregon,42.3372,-122.8537
266,Cary,North Carolina,35.7820,-78.8191
267,Marysville,Washington,48.0809,-122.1561
268,Corona,California,33.8616,-117.5649
269,Ocala,Florida,29.1780,-82.1511
270,Fredericksburg,Virginia,38.2992,-77.4872
271,Gainesville,Georgia,34.2903,-83.8301
272,Manchester,New Hampshire,42.9848,-71.4447
273,Bayamon,Puerto Rico,18.3793,-66.1635
274,Champaign,Illinois,40.1144,-88.2735
275,Alexandria,Virginia,38.8185,-77.0861
276,Hayward,California,37.6328,-122.0772
277,Springfield,Illinois,39.7710,-89.6538
278,Lakewood,Colorado,39.6977,-105.1168
279,Lafayette,Indiana,40.3990,-86.8594
280,Frederick,Maryland,39.4336,-77.4141
281,Lake Charles,Louisiana,30.2012,-93.2122
282,Odessa,Texas,31.8831,-102.3406
283,Tuscaloosa,Alabama,33.2348,-87.5267
284,Warner Robins,Georgia,32.5970,-83.6529
285,Palmdale,California,34.5944,-118.1057
286,Hollywood,Florida,26.0294,-80.1679
287,Midland,Texas,32.0249,-102.1137
288,Leesburg,Florida,28.7657,-81.8996
289,Port Arthur,Texas,29.8554,-93.9264
290,Muskegon,Michigan,43.2281,-86.2563
291,Macon,Georgia,32.8065,-83.6974
292,Kansas City,Kansas,39.1234,-94.7443
293,Sunnyvale,California,37.3836,-122.0256
294,Pomona,California,34.0585,-117.7626
295,Escondido,California,33.1347,-117.0722
296,Pasadena,Texas,29.6583,-95.1499
297,New Bedford,Massachusetts,41.6697,-70.9428
298,Fairfield,California,38.2592,-122.0324
299,Naperville,Illinois,41.7483,-88.1657
300,Bellevue,Washington,47.5951,-122.1535
301,Binghamton,New York,42.1014,-75.9093
302,Elkhart,Indiana,41.6916,-85.9628
303,Topeka,Kansas,39.0346,-95.6955
304,Joliet,Illinois,41.5189,-88.1499
305,Beaumont,Texas,30.0849,-94.1451
306,Paterson,New Jersey,40.9147,-74.1624
307,Merced,California,37.3057,-120.4778
308,Pueblo,Colorado,38.2705,-104.6112
309,Tyler,Texas,32.3184,-95.3062
310,Torrance,California,33.8346,-118.3417
311,Yuma,Arizona,32.5992,-114.5488
312,Metairie,Louisiana,29.9977,-90.1780
313,Surprise,Arizona,33.6800,-112.4524
314,Columbia,Missouri,38.9478,-92.3256
315,Athens,Georgia,33.9508,-83.3689
316,Roseville,California,38.7703,-121.3196
317,Thornton,Colorado,39.9197,-104.9438
318,Miramar,Florida,25.9773,-80.3351
319,Pasadena,California,34.1597,-118.1390
320,Mesquite,Texas,32.7623,-96.5889
321,Olathe,Kansas,38.8832,-94.8198
322,Santa Maria,California,34.9334,-120.4432
323,Houma,Louisiana,29.5799,-90.7058
324,Carrollton,Texas,32.9890,-96.8999
325,Grand Junction,Colorado,39.0876,-108.5673
326,Charleston,West Virginia,38.3484,-81.6323
327,Orange,California,33.8038,-117.8218
328,Fullerton,California,33.8841,-117.9279
329,Greeley,Colorado,40.4151,-104.7706
330,Carolina,Puerto Rico,18.4054,-65.9792
331,Las Cruces,New Mexico,32.3265,-106.7892
332,Panama City,Florida,30.1995,-85.6004
333,Harlingen,Texas,26.1917,-97.6976
334,West Valley City,Utah,40.6889,-112.0115
335,Hampton,Virginia,37.0551,-76.3630
336,Warren,Michigan,42.4934,-83.0270
337,Mauldin,South Carolina,34.7849,-82.3005
338,Bloomington,Illinois,40.4757,-88.9703
339,Coral Springs,Florida,26.2702,-80.2591
340,Round Rock,Texas,30.5254,-97.6660
341,Yakima,Washington,46.5923,-120.5496
342,Sterling Heights,Michigan,42.5809,-83.0305
343,Kent,Washington,47.3887,-122.2129
344,Burlington,North Carolina,36.0758,-79.4686
345,Bellingham,Washington,48.7543,-122.4687
346,Santa Clara,California,37.3645,-121.9680
347,Racine,Wisconsin,42.7274,-87.8135
348,Greenville,North Carolina,35.5956,-77.3768
349,Stamford,Connecticut,41.1035,-73.5583
350,Elizabeth,New Jersey,40.6657,-74.1912
351,Johnson City,Tennessee,36.3406,-82.3803
352,Lynchburg,Virginia,37.4003,-79.1909
353,Simi Valley,California,34.2663,-118.7490
354,Fort Smith,Arkansas,35.3493,-94.3695
355,Kenosha,Wisconsin,42.5864,-87.8765
356,Norman,Oklahoma,35.2335,-97.3471
357,South Lyon,Michigan,42.4614,-83.6526
358,Boulder,Colorado,40.0249,-105.2523
359,Abilene,Texas,32.4543,-99.7384
360,Lehigh Acres,Florida,26.6120,-81.6388
361,Pearland,Texas,29.5585,-95.3215
362,Berkeley,California,37.8723,-122.2760
363,Richardson,Texas,32.9717,-96.7093
364,Redding,California,40.5698,-122.3650
365,Arvada,Colorado,39.8321,-105.1511
366,East Los Angeles,California,34.0326,-118.1691
367,St. George,Utah,37.0770,-113.5770
368,Billings,Montana,45.7891,-108.5524
369,Yuba City,California,39.1357,-121.6381
370,Rochester,Minnesota,44.0151,-92.4778
371,Leominster,Massachusetts,42.5209,-71.7717
372,Kingsport,Tennessee,36.5224,-82.5453
373,Duluth,Minnesota,46.7756,-92.1392
374,Rock Hill,South Carolina,34.9416,-81.0244
375,Gilroy,California,37.0047,-121.5855
376,Cambridge,Massachusetts,42.3759,-71.1185
377,Sugar Land,Texas,29.5935,-95.6357
378,Texas City,Texas,29.4128,-94.9658
379,Iowa City,Iowa,41.6559,-91.5303
380,Saginaw,Michigan,43.4199,-83.9501
381,Chico,California,39.7575,-121.8152
382,Dover,Delaware,39.1610,-75.5203
383,Clearwater,Florida,27.9789,-82.7622
384,Coeur d'Alene,Idaho,47.7041,-116.7935
385,Seaside,California,36.6224,-121.8191
386,Independence,Missouri,39.0871,-94.3501
387,West Jordan,Utah,40.6024,-112.0008
388,Brandon,Florida,27.9367,-82.3000
389,Bloomington,Indiana,39.1637,-86.5257
390,El Monte,California,34.0739,-118.0291
391,North Charleston,South Carolina,32.9066,-80.0722
392,Carlsbad,California,33.1247,-117.2837
393,St. Cloud,Minnesota,45.5339,-94.1718
394,Temecula,California,33.4928,-117.1315
395,Clovis,California,36.8278,-119.6831
396,Meridian,Idaho,43.6112,-116.3968
397,The Woodlands,Texas,30.1738,-95.5134
398,Ponce,Puerto Rico,18.0120,-66.6198
399,Westminster,Colorado,39.8837,-105.0624
400,Costa Mesa,California,33.6667,-117.9135
401,Monroe,Louisiana,32.5183,-92.0774
402,Utica,New York,43.0961,-75.2260
403,Pompano Beach,Florida,26.2428,-80.1312
404,West Palm Beach,Florida,26.7468,-80.1316
405,Waterloo,Iowa,42.4920,-92.3522
406,Everett,Washington,47.9525,-122.1669
407,El Centro,California,32.7867,-115.5586
408,Santa Fe,New Mexico,35.6619,-105.9819
409,Downey,California,33.9379,-118.1312
410,Spring Hill,Florida,28.4797,-82.5300
411,Lowell,Massachusetts,42.6389,-71.3217
412,Centennial,Colorado,39.5926,-104.8674
413,Elgin,Illinois,42.0385,-88.3229
414,Richmond,California,37.9477,-122.3390
415,Broken Arrow,Oklahoma,36.0365,-95.7809
416,Miami Gardens,Florida,25.9433,-80.2426
417,Bend,Oregon,44.0562,-121.3087
418,Burlington,Vermont,44.4877,-73.2314
419,Jurupa Valley,California,34.0010,-117.4705
420,Sandy Springs,Georgia,33.9366,-84.3703
421,Gresham,Oregon,45.5023,-122.4413
422,Lewisville,Texas,33.0452,-96.9823
423,Hillsboro,Oregon,45.5272,-122.9361
424,San Buenaventura,California,34.2741,-119.2314
425,Jacksonville,North Carolina,34.7288,-77.3941
426,Pottstown,Pennsylvania,40.2507,-75.6444
427,Inglewood,California,33.9566,-118.3444
428,League City,Texas,29.4873,-95.1087
429,Eau Claire,Wisconsin,44.8199,-91.4949
430,Turlock,California,37.5053,-120.8588
431,Temple,Texas,31.1076,-97.3894
432,Sioux City,Iowa,42.4959,-96.3901
433,Salisbury,Maryland,38.3756,-75.5867
434,Davie,Florida,26.0789,-80.2870
435,Daly City,California,37.6862,-122.4685
436,Highlands Ranch,Colorado,39.5419,-104.9708
437,Allen,Texas,33.1088,-96.6735
438,West Covina,California,34.0555,-117.9112
439,Sparks,Nevada,39.5729,-119.7157
440,Wichita Falls,Texas,33.9072,-98.5291
441,San Mateo,California,37.5521,-122.3122
442,Columbia,Maryland,39.2004,-76.8590
443,Norwalk,California,33.9069,-118.0829
444,Rialto,California,34.1174,-117.3894
445,Manteca,California,37.7927,-121.2264
446,Arden-Arcade,California,38.6034,-121.3810
447,El Cajon,California,32.8017,-116.9605
448,Burbank,California,34.1879,-118.3235
449,Longmont,Colorado,40.1686,-105.1005
450,Renton,Washington,47.4784,-122.1919
451,Vista,California,33.1896,-117.2386
452,Logan,Utah,41.7400,-111.8419
453,Prescott Valley,Arizona,34.5983,-112.3176
454,Vacaville,California,38.3590,-121.9680
455,Edinburg,Texas,26.3197,-98.1596
456,Carmel,Indiana,39.9650,-86.1460
457,Spokane Valley,Washington,47.6626,-117.2346
458,San Angelo,Texas,31.4424,-100.4506
459,La Crosse,Wisconsin,43.8240,-91.2268
460,Idaho Falls,Idaho,43.4872,-112.0362
461,Holland,Michigan,42.7677,-86.0985
462,Charlottesville,Virginia,38.0375,-78.4855
463,Longview,Texas,32.5193,-94.7621
464,Tracy,California,37.7269,-121.4522
465,Boca Raton,Florida,26.3752,-80.1080
466,Lafayette,Colorado,39.9949,-105.0997
467,Lee's Summit,Missouri,38.9172,-94.3816
468,Rio Rancho,New Mexico,35.2872,-106.6981
469,South Fulton,Georgia,33.6269,-84.5802
470,Beaverton,Oregon,45.4779,-122.8168
471,Lawrence,Kansas,38.9597,-95.2641
472,Bismarck,North Dakota,46.8144,-100.7694
473,Orem,Utah,40.2983,-111.6992
474,Middletown,Ohio,39.5032,-84.3660
475,San Tan Valley,Arizona,33.1879,-111.5472
476,San Marcos,California,33.1350,-117.1744
477,Sandy,Utah,40.5710,-111.8505
478,Federal Way,Washington,47.3091,-122.3358
479,Mandeville,Louisiana,30.3751,-90.0904
480,Hesperia,California,34.3975,-117.3147
481,Brockton,Massachusetts,42.0821,-71.0242
482,Compton,California,33.8930,-118.2275
483,Riverview,Florida,27.8227,-82.3023
484,Fishers,Indiana,39.9589,-85.9661
485,Sunrise,Florida,26.1547,-80.2997
486,Bowling Green,Kentucky,36.9719,-86.4373
487,Roswell,Georgia,34.0391,-84.3513
488,Menifee,California,33.6909,-117.1849
489,Plantation,Florida,26.1260,-80.2617
490,Dover,New Hampshire,43.1887,-70.8845
491,Quincy,Massachusetts,42.2516,-71.0183
492,Portsmouth,Virginia,36.8468,-76.3540
493,Chino,California,33.9836,-117.6654
494,Lynn,Massachusetts,42.4779,-70.9663
495,Edmond,Oklahoma,35.6689,-97.4159
496,Hanford,California,36.3274,-119.6549
497,Dearborn,Michigan,42.3127,-83.2129
498,Livonia,Michigan,42.3972,-83.3733
499,South Gate,California,33.9448,-118.1926
500,Vineland,New Jersey,39.4653,-74.9981
501,Florence,South Carolina,34.1781,-79.7877
502,Portsmouth,New Hampshire,43.0580,-70.7826
503,Slidell,Louisiana,30.2881,-89.7826
504,Lawton,Oklahoma,34.6176,-98.4203
505,Kirkland,Washington,47.6974,-122.2054
506,Missoula,Montana,46.8750,-114.0214
507,Auburn,Alabama,32.6087,-85.4899
508,Rapid City,South Dakota,44.0716,-103.2204
509,Terre Haute,Indiana,39.4654,-87.3763
510,Suffolk,Virginia,36.6953,-76.6398
511,Blacksburg,Virginia,37.2300,-80.4279
512,Mount Pleasant,South Carolina,32.8538,-79.8204
513,Carson,California,33.8374,-118.2559
514,Conroe,Texas,30.3239,-95.4825
515,Alafaya,Florida,28.5278,-81.1865
516,Livermore,California,37.6862,-121.7608
517,Westminster,California,33.7523,-117.9938
518,Germantown,Maryland,39.1755,-77.2643
519,Santa Monica,California,34.0232,-118.4813
520,New Braunfels,Texas,29.6994,-98.1148
521,Fall River,Massachusetts,41.7137,-71.1014
522,Albany,Georgia,31.5776,-84.1762
523,Miami Beach,Florida,25.8171,-80.1396
524,Norwalk,Connecticut,41.1144,-73.4215
525,San Leandro,California,37.7071,-122.1601
526,O'Fallon,Missouri,38.7850,-90.7175
527,Newton,Massachusetts,42.3316,-71.2085
528,Muncie,Indiana,40.1989,-85.3950
529,Citrus Heights,California,38.6948,-121.2880
530,State College,Pennsylvania,40.7909,-77.8568
531,Town 'n' Country,Florida,28.0108,-82.5760
532,Decatur,Illinois,39.8556,-88.9337
533,Jackson,Michigan,42.2431,-84.4037
534,Fort Myers,Florida,26.6195,-81.8303
535,Goodyear,Arizona,33.2613,-112.3622
536,Dalton,Georgia,34.7690,-84.9712
537,Bryan,Texas,30.6657,-96.3668
538,Waukegan,Illinois,42.3697,-87.8716
539,Hawthorne,California,33.9146,-118.3476
540,Anderson,Indiana,40.0891,-85.6893
541,Redwood City,California,37.5026,-122.2252
542,Hoover,Alabama,33.3754,-86.8064
543,Lake Forest,California,33.6606,-117.6712
544,Napa,California,38.2976,-122.3011
545,Whittier,California,33.9678,-118.0188
546,Clifton,New Jersey,40.8631,-74.1575
547,Largo,Florida,27.9088,-82.7711
548,Bloomington,Minnesota,44.8306,-93.3151
549,Johns Creek,Georgia,34.0333,-84.2027
550,Newport Beach,California,33.6151,-117.8669
551,Mission,Texas,26.2041,-98.3251
552,Milpitas,California,37.4339,-121.8921
553,Troy,Michigan,42.5818,-83.1457
554,Madera,California,36.9631,-120.0782
555,Joplin,Missouri,37.0758,-94.5018
556,Chino Hills,California,33.9508,-117.7253
557,Alhambra,California,34.0840,-118.1355
558,Franklin,Tennessee,35.9216,-86.8525
559,Melbourne,Florida,28.1085,-80.6627
560,Port Huron,Michigan,42.9822,-82.4387
561,Springfield,Ohio,39.9297,-83.7957
562,Mountain View,California,37.4000,-122.0796
563,Zephyrhills,Florida,28.2408,-82.1796
564,St. Augustine,Florida,29.8977,-81.3100
565,Flagstaff,Arizona,35.1872,-111.6195
566,Buena Park,California,33.8572,-118.0046
567,Pleasanton,California,37.6663,-121.8805
568,Silver Spring,Maryland,39.0028,-77.0207
569,Atascocita,Texas,29.9777,-95.1953
570,Westland,Michigan,42.3192,-83.3805
571,Auburn,Washington,47.3039,-122.2108
572,Cranston,Rhode Island,41.7658,-71.4857
573,Somerville,Massachusetts,42.3908,-71.1013
574,Folsom,California,38.6668,-121.1422
575,Springdale,Arkansas,36.1899,-94.1574
576,Deerfield Beach,Florida,26.3050,-80.1277
577,Warwick,Rhode Island,41.7062,-71.4334
578,Cicero,Illinois,41.8445,-87.7593
579,Farmington Hills,Michigan,42.4860,-83.3771
580,Newark,Ohio,40.0705,-82.4251
581,Williamsburg,Virginia,37.2692,-76.7076
582,Brooklyn Park,Minnesota,45.1112,-93.3505
583,Hattiesburg,Mississippi,31.3074,-89.3170
584,Alexandria,Louisiana,31.2923,-92.4702
585,Lawrence,Massachusetts,42.7003,-71.1626
586,Florence,Alabama,34.8303,-87.6654
587,Valdosta,Georgia,30.8502,-83.2788
588,Plymouth,Minnesota,45.0225,-93.4618
589,Buckeye,Arizona,33.4314,-112.6429
590,Georgetown,Texas,30.6668,-97.6953
591,Cheyenne,Wyoming,41.1351,-104.7900
592,Cedar Park,Texas,30.5106,-97.8196
593,The Villages,Florida,28.9021,-81.9888
594,Kokomo,Indiana,40.4640,-86.1277
595,Tustin,California,33.7309,-117.8106
596,Lakewood,California,33.8471,-118.1221
597,Perris,California,33.7899,-117.2233
598,St. Joseph,Missouri,39.7599,-94.8210
599,Flower Mound,Texas,33.0344,-97.1146
600,Pharr,Texas,26.1685,-98.1904
601,Pine Hills,Florida,28.5818,-81.4693
