review_id,booking_id,reviewer_id,reviewee_id,rating,comment,created_at
138,2641,601,512,5,"Fantastic ride, very smooth!",2018-01-16 03:48:00
139,1830,324,338,4,"Nice driver, took a slightly longer route.",2016-12-03 11:07:00
140,1736,602,312,5,Driver was super friendly and on time.,2016-11-13 10:32:00
141,2548,220,472,5,Clean car and great driver!,2017-12-19 13:02:00
142,280,37,95,5,Highly recommend this driver!,2015-09-30 22:46:00
143,20,144,8,3,"Average experience, car could be cleaner.",2015-05-21 08:10:00
144,2415,354,420,5,Very professional and courteous.,2017-11-26 14:34:00
145,1591,854,228,5,Clean car and great driver!,2016-10-28 19:37:00
146,914,568,159,5,Highly recommend this driver!,2016-05-20 17:03:00
147,483,761,400,4,"Nice driver, took a slightly longer route.",2016-02-08 11:53:00
148,1403,364,822,4,"Good ride overall, no complaints.",2016-09-03 21:24:00
149,164,32,52,4,"Good ride overall, no complaints.",2015-09-11 14:15:00
150,2832,589,579,4,"Nice driver, took a slightly longer route.",2018-03-04 02:35:00
151,2377,473,411,4,Driver was friendly and mostly on time.,2017-11-25 22:51:00
152,1884,17,870,4,"Good experience, car was clean.",2016-12-10 16:57:00
153,141,240,46,4,Driver was friendly and mostly on time.,2015-07-09 20:05:00
154,2495,254,455,3,Decent ride but took longer than expected.,2017-12-13 09:20:00
155,922,226,163,5,"Comfortable car, great conversation.",2016-06-01 04:34:00
156,70,805,23,3,Got there fine but driver was quiet.,2015-06-14 15:18:00
157,1473,300,203,5,Highly recommend this driver!,2016-09-26 12:58:00
158,2936,856,618,5,Best Uber experience I've had.,2018-04-14 11:26:00
159,2735,660,542,3,"Average experience, car could be cleaner.",2018-02-07 04:11:00
160,858,946,150,5,"Fantastic ride, very smooth!",2016-05-09 09:20:00
161,2447,429,432,5,Highly recommend this driver!,2017-11-30 01:32:00
162,2559,878,478,3,Driver seemed distracted at times.,2017-12-23 11:07:00
163,1367,215,430,4,"Good ride overall, no complaints.",2016-08-12 16:28:00
164,2799,219,566,4,"Good ride overall, no complaints.",2018-02-17 15:36:00
165,430,299,779,5,Very professional and courteous.,2016-02-02 09:43:00
166,1143,950,582,4,"Solid ride, arrived safely.",2016-07-07 00:28:00
167,2119,899,323,4,"Good ride overall, no complaints.",2017-06-14 21:12:00
168,410,815,121,4,"Good experience, car was clean.",2016-01-17 08:03:00
169,527,505,239,3,"Ride was okay, nothing special.",2016-02-13 14:52:00
170,169,510,55,5,Driver was super friendly and on time.,2015-09-12 12:39:00
171,1185,470,893,4,"Solid ride, arrived safely.",2016-07-10 01:46:00
172,2521,957,465,4,"Comfortable trip, would ride again.",2017-12-15 13:27:00
173,734,624,115,4,"Solid ride, arrived safely.",2016-04-06 07:39:00
174,2173,967,343,5,Perfect ride from start to finish.,2017-07-05 05:45:00
175,2043,481,296,5,Clean car and great driver!,2017-03-07 16:09:00
176,1619,307,956,5,"Fantastic ride, very smooth!",2016-11-04 00:49:00
177,1603,588,737,4,"Nice driver, took a slightly longer route.",2016-11-03 10:12:00
178,833,512,81,4,"Comfortable trip, would ride again.",2016-05-07 01:36:00
179,1238,38,182,5,Highly recommend this driver!,2016-07-31 01:20:00
180,2536,114,469,4,"Comfortable trip, would ride again.",2017-12-19 18:47:00
181,1552,129,302,4,Driver was friendly and mostly on time.,2016-10-09 07:18:00
182,1153,231,333,4,"Solid ride, arrived safely.",2016-07-07 22:53:00
183,2792,874,564,4,"Good experience, car was clean.",2018-02-17 00:06:00
184,123,382,40,4,Driver was friendly and mostly on time.,2015-06-18 08:59:00
185,413,325,122,5,Driver was super friendly and on time.,2016-01-20 08:14:00
186,2833,20,579,3,"Average experience, car could be cleaner.",2018-03-03 13:35:00
187,2897,461,600,5,"Comfortable car, great conversation.",2018-03-19 07:59:00
188,772,900,698,4,"Solid ride, arrived safely.",2016-04-13 05:18:00
189,18,186,7,4,"Solid ride, arrived safely.",2015-05-19 15:08:00
190,1378,461,632,5,Perfect ride from start to finish.,2016-08-14 05:52:00
191,2412,443,420,4,"Good ride overall, no complaints.",2017-11-27 17:34:00
192,1394,887,410,5,Perfect ride from start to finish.,2016-09-03 01:24:00
193,1536,320,170,4,"Good experience, car was clean.",2016-10-08 17:01:00
194,561,718,616,5,Perfect ride from start to finish.,2016-03-03 09:45:00
195,77,277,26,5,Highly recommend this driver!,2015-06-15 14:41:00
196,1057,863,827,4,Driver was friendly and mostly on time.,2016-06-14 01:19:00
197,1008,957,864,4,"Good experience, car was clean.",2016-06-08 22:53:00
198,558,405,750,4,Driver was friendly and mostly on time.,2016-03-03 16:10:00
199,2483,661,449,4,"Comfortable trip, would ride again.",2017-12-10 14:39:00
200,568,457,519,4,"Solid ride, arrived safely.",2016-03-05 04:58:00
201,296,990,100,3,Decent ride but took longer than expected.,2015-10-03 07:46:00
202,2798,315,566,4,"Solid ride, arrived safely.",2018-02-17 01:36:00
203,724,467,439,4,"Good ride overall, no complaints.",2016-04-04 18:34:00
204,2779,789,562,4,"Good experience, car was clean.",2018-02-15 02:09:00
205,1270,808,261,4,"Solid ride, arrived safely.",2016-08-02 06:55:00
206,1503,401,214,4,"Good experience, car was clean.",2016-10-02 05:39:00
207,2380,853,410,5,Clean car and great driver!,2017-11-26 02:49:00
208,702,958,712,4,"Comfortable trip, would ride again.",2016-04-02 18:24:00
209,2122,199,325,3,Decent ride but took longer than expected.,2017-06-15 21:52:00
210,1653,680,368,4,"Comfortable trip, would ride again.",2016-11-05 22:20:00
211,244,394,83,4,"Comfortable trip, would ride again.",2015-09-27 19:40:00
212,2566,168,480,4,"Solid ride, arrived safely.",2017-12-23 04:25:00
213,1230,864,179,4,"Solid ride, arrived safely.",2016-07-24 16:58:00
214,2403,893,417,4,"Good ride overall, no complaints.",2017-11-26 08:44:00
215,1640,417,232,3,"Ride was okay, nothing special.",2016-11-05 15:17:00
216,2480,654,448,4,"Solid ride, arrived safely.",2017-12-09 03:33:00
217,1335,522,602,4,Driver was friendly and mostly on time.,2016-08-10 04:15:00
218,351,866,119,5,"Fantastic ride, very smooth!",2016-01-04 02:43:00
219,72,720,25,4,"Good ride overall, no complaints.",2015-06-15 00:31:00
220,104,145,34,5,Best Uber experience I've had.,2015-06-15 16:30:00
221,2108,34,320,3,"Average experience, car could be cleaner.",2017-06-08 23:06:00
222,2387,602,412,4,"Nice driver, took a slightly longer route.",2017-11-26 00:10:00
223,2067,493,306,4,"Good experience, car was clean.",2017-04-28 09:36:00
224,634,546,37,5,Driver was super friendly and on time.,2016-03-08 06:20:00
225,1888,999,26,5,Very professional and courteous.,2016-12-10 19:16:00
226,834,82,281,5,Clean car and great driver!,2016-05-06 17:40:00
227,1918,146,437,5,Perfect ride from start to finish.,2016-12-14 12:32:00
228,1737,78,54,4,"Good ride overall, no complaints.",2016-11-12 01:46:00
229,523,272,52,4,"Solid ride, arrived safely.",2016-02-13 18:46:00
230,2691,720,526,3,"Average experience, car could be cleaner.",2018-01-25 23:39:00
231,2642,173,512,4,Driver was friendly and mostly on time.,2018-01-15 16:48:00
232,2332,880,398,5,"Fantastic ride, very smooth!",2017-11-20 03:20:00
233,2571,450,482,5,Very professional and courteous.,2017-12-26 03:57:00
234,491,315,905,4,"Nice driver, took a slightly longer route.",2016-02-08 03:17:00
235,2869,475,593,4,"Nice driver, took a slightly longer route.",2018-03-15 04:42:00
236,2630,947,506,4,"Comfortable trip, would ride again.",2018-01-13 21:20:00
237,2393,827,415,3,"Ride was okay, nothing special.",2017-11-27 10:06:00
238,2110,785,321,5,"Comfortable car, great conversation.",2017-06-09 13:04:00
239,1056,705,827,4,"Solid ride, arrived safely.",2016-06-13 19:19:00
240,457,416,683,4,"Comfortable trip, would ride again.",2016-02-06 05:39:00
241,1965,332,270,4,"Good experience, car was clean.",2016-12-30 01:24:00
242,1816,514,979,5,Very professional and courteous.,2016-12-03 18:46:00
243,1690,522,599,5,Highly recommend this driver!,2016-11-08 15:57:00
244,2785,257,563,5,"Fantastic ride, very smooth!",2018-02-15 10:54:00
245,1811,145,812,4,"Good experience, car was clean.",2016-12-02 03:53:00
246,2016,511,286,5,Highly recommend this driver!,2017-01-20 19:19:00
247,2875,155,594,5,Clean car and great driver!,2018-03-17 20:52:00
248,1235,585,181,3,"Ride was okay, nothing special.",2016-07-30 00:20:00
249,121,761,39,5,Very professional and courteous.,2015-06-16 22:13:00
250,1569,443,680,5,"Comfortable car, great conversation.",2016-10-13 23:21:00
251,882,36,151,4,"Comfortable trip, would ride again.",2016-05-13 12:08:00
252,1173,899,963,4,"Good experience, car was clean.",2016-07-09 08:35:00
253,1670,747,892,3,"Ride was okay, nothing special.",2016-11-07 07:28:00
254,1812,768,812,3,"Average experience, car could be cleaner.",2016-12-02 03:53:00
255,2242,577,369,4,"Nice driver, took a slightly longer route.",2017-08-19 12:42:00
256,820,114,864,5,Clean car and great driver!,2016-05-05 21:14:00
257,2280,346,382,5,Very professional and courteous.,2017-09-15 06:58:00
258,1954,617,266,5,"Fantastic ride, very smooth!",2016-12-24 00:05:00
259,510,417,858,5,Driver was super friendly and on time.,2016-02-10 16:52:00
260,1070,645,144,4,"Good ride overall, no complaints.",2016-06-18 12:30:00
261,2822,695,575,4,Driver was friendly and mostly on time.,2018-03-02 01:40:00
262,2465,73,441,4,"Comfortable trip, would ride again.",2017-12-02 22:13:00
263,1243,963,440,4,"Solid ride, arrived safely.",2016-08-03 00:19:00
264,1524,244,127,5,"Fantastic ride, very smooth!",2016-10-08 20:50:00
265,2558,9,477,4,"Good ride overall, no complaints.",2017-12-22 16:19:00
266,1644,859,93,5,"Fantastic ride, very smooth!",2016-11-03 23:08:00
267,599,684,283,5,"Comfortable car, great conversation.",2016-03-06 06:08:00
268,1262,114,804,4,"Solid ride, arrived safely.",2016-08-01 23:47:00
269,2828,197,577,5,Driver was super friendly and on time.,2018-03-01 16:18:00
270,1713,696,169,3,"Average experience, car could be cleaner.",2016-11-10 16:02:00
271,704,705,838,4,"Comfortable trip, would ride again.",2016-04-01 21:49:00
272,1344,146,70,4,"Comfortable trip, would ride again.",2016-08-11 03:38:00
273,938,131,529,4,"Good experience, car was clean.",2016-06-03 18:54:00
274,2475,457,445,3,Driver seemed distracted at times.,2017-12-07 00:09:00
275,2303,183,316,5,Driver was super friendly and on time.,2017-11-01 16:56:00
276,849,820,149,4,Driver was friendly and mostly on time.,2016-05-07 06:24:00
277,574,706,860,5,Clean car and great driver!,2016-03-05 06:06:00
278,1359,997,303,5,Very professional and courteous.,2016-08-12 19:02:00
279,2057,640,302,4,"Solid ride, arrived safely.",2017-04-03 01:38:00
280,404,290,426,3,"Average experience, car could be cleaner.",2016-01-12 23:54:00
281,417,290,123,5,Very professional and courteous.,2016-01-19 09:38:00
282,2354,705,404,5,"Fantastic ride, very smooth!",2017-11-24 12:13:00
283,395,368,362,5,"Fantastic ride, very smooth!",2016-01-14 05:49:00
284,2165,520,228,4,"Comfortable trip, would ride again.",2017-07-01 11:07:00
285,1932,358,115,3,Driver seemed distracted at times.,2016-12-14 08:42:00
286,323,661,109,4,"Good experience, car was clean.",2015-11-14 05:17:00
287,1571,925,219,5,Clean car and great driver!,2016-10-16 09:42:00
288,654,445,112,4,"Solid ride, arrived safely.",2016-03-11 04:53:00
289,2719,224,536,3,Got there fine but driver was quiet.,2018-01-31 15:47:00
290,1931,337,259,4,"Nice driver, took a slightly longer route.",2016-12-14 17:09:00
291,412,445,122,4,"Good experience, car was clean.",2016-01-20 10:14:00
292,2788,466,563,5,Best Uber experience I've had.,2018-02-16 08:54:00
293,2895,640,599,2,"Arrived late, not a great experience.",2018-03-16 22:50:00
294,233,125,79,4,"Solid ride, arrived safely.",2015-09-25 06:31:00
295,162,841,52,3,Driver seemed distracted at times.,2015-09-11 20:15:00
296,1769,72,237,5,"Fantastic ride, very smooth!",2016-11-23 19:04:00
297,2516,786,463,3,Decent ride but took longer than expected.,2017-12-15 10:14:00
298,1013,574,508,5,Best Uber experience I've had.,2016-06-09 09:29:00
299,288,307,97,4,"Solid ride, arrived safely.",2015-10-01 21:39:00
300,243,272,83,4,"Comfortable trip, would ride again.",2015-09-28 09:40:00
301,1115,29,748,4,"Comfortable trip, would ride again.",2016-07-04 13:36:00
302,1182,188,756,4,"Good experience, car was clean.",2016-07-08 15:11:00
303,880,267,151,5,Perfect ride from start to finish.,2016-05-12 06:08:00
304,668,453,798,3,"Ride was okay, nothing special.",2016-03-12 00:36:00
305,1593,563,228,4,"Good experience, car was clean.",2016-10-28 18:37:00
306,1784,902,246,4,Driver was friendly and mostly on time.,2016-11-27 18:36:00
307,725,725,866,3,Driver seemed distracted at times.,2016-04-03 11:16:00
308,2001,753,280,3,Driver seemed distracted at times.,2017-01-13 10:03:00
309,1772,770,238,4,"Comfortable trip, would ride again.",2016-11-25 14:55:00
310,2653,596,387,4,"Good ride overall, no complaints.",2018-01-15 23:37:00
311,97,794,32,4,"Good experience, car was clean.",2015-06-16 22:57:00
312,291,501,98,4,"Solid ride, arrived safely.",2015-10-02 04:56:00
313,835,146,281,3,Got there fine but driver was quiet.,2016-05-06 18:40:00
314,1858,88,46,4,"Good ride overall, no complaints.",2016-12-08 00:46:00
315,2243,402,370,4,"Comfortable trip, would ride again.",2017-08-20 08:44:00
316,475,702,885,3,Decent ride but took longer than expected.,2016-02-05 19:41:00
317,100,224,34,5,Clean car and great driver!,2015-06-17 13:30:00
318,1274,87,364,4,"Nice driver, took a slightly longer route.",2016-08-04 07:32:00
319,1296,152,150,4,"Comfortable trip, would ride again.",2016-08-04 05:04:00
320,485,706,488,5,Highly recommend this driver!,2016-02-07 18:37:00
321,490,260,905,5,Perfect ride from start to finish.,2016-02-07 20:17:00
322,118,602,38,3,Driver seemed distracted at times.,2015-06-17 18:27:00
323,1450,693,196,4,"Good experience, car was clean.",2016-09-24 08:41:00
324,1991,55,279,5,Perfect ride from start to finish.,2017-01-13 15:29:00
325,2531,758,468,4,"Good experience, car was clean.",2017-12-18 02:14:00
326,693,321,132,5,Clean car and great driver!,2016-03-27 18:52:00
327,2930,785,616,4,Driver was friendly and mostly on time.,2018-04-06 18:10:00
328,2398,56,416,4,"Solid ride, arrived safely.",2017-11-25 17:19:00
329,1993,281,279,4,"Solid ride, arrived safely.",2017-01-14 01:29:00
330,1147,114,331,5,Very professional and courteous.,2016-07-07 20:02:00
331,371,959,98,5,Very professional and courteous.,2016-01-11 05:25:00
332,1498,563,212,4,"Nice driver, took a slightly longer route.",2016-10-01 21:01:00
333,2222,283,362,4,"Good ride overall, no complaints.",2017-08-15 10:44:00
334,2327,178,397,4,"Nice driver, took a slightly longer route.",2017-11-16 19:15:00
335,2885,347,596,4,"Good ride overall, no complaints.",2018-03-18 12:43:00
336,2624,163,503,4,"Good ride overall, no complaints.",2018-01-10 18:03:00
337,204,245,67,5,"Comfortable car, great conversation.",2015-09-18 20:57:00
338,1930,31,259,4,"Comfortable trip, would ride again.",2016-12-15 06:09:00
339,1885,557,26,4,"Nice driver, took a slightly longer route.",2016-12-11 13:16:00
340,2580,749,485,4,"Solid ride, arrived safely.",2017-12-27 20:29:00
341,2297,320,388,5,Highly recommend this driver!,2017-10-23 02:34:00
342,1456,530,197,4,"Good ride overall, no complaints.",2016-09-25 00:46:00
343,1231,643,179,5,Best Uber experience I've had.,2016-07-24 09:58:00
344,592,850,303,4,"Nice driver, took a slightly longer route.",2016-03-04 21:22:00
345,147,999,49,4,"Comfortable trip, would ride again.",2015-09-08 04:29:00
346,1317,821,310,5,"Comfortable car, great conversation.",2016-08-08 17:23:00
347,1969,805,272,4,"Nice driver, took a slightly longer route.",2016-12-29 14:56:00
348,2054,709,300,4,"Solid ride, arrived safely.",2017-03-24 06:07:00
349,2654,664,514,4,"Good experience, car was clean.",2018-01-17 00:03:00
350,1722,438,574,5,Clean car and great driver!,2016-11-12 02:07:00
351,1573,601,221,4,"Nice driver, took a slightly longer route.",2016-10-18 23:44:00
352,1493,408,211,5,"Comfortable car, great conversation.",2016-10-02 02:06:00
353,1852,700,819,4,"Good ride overall, no complaints.",2016-12-07 16:37:00
354,2677,847,522,4,"Good experience, car was clean.",2018-01-20 10:59:00
355,940,176,750,5,Highly recommend this driver!,2016-06-04 17:29:00
356,1200,750,412,4,"Comfortable trip, would ride again.",2016-07-10 23:17:00
357,680,890,681,5,Highly recommend this driver!,2016-03-13 13:37:00
358,442,415,718,5,Perfect ride from start to finish.,2016-02-05 20:01:00
359,1255,117,184,5,Perfect ride from start to finish.,2016-08-03 05:01:00
360,2861,755,588,4,Driver was friendly and mostly on time.,2018-03-13 03:59:00
361,225,908,75,4,Driver was friendly and mostly on time.,2015-09-23 14:06:00
362,692,995,132,5,Driver was super friendly and on time.,2016-03-26 08:52:00
363,1928,560,733,4,"Comfortable trip, would ride again.",2016-12-13 09:57:00
364,1834,760,964,5,"Comfortable car, great conversation.",2016-12-03 20:56:00
365,2850,621,585,5,"Fantastic ride, very smooth!",2018-03-07 23:44:00
366,1723,19,574,4,"Comfortable trip, would ride again.",2016-11-12 01:07:00
367,2825,638,576,5,Very professional and courteous.,2018-03-02 16:50:00
368,226,233,76,4,Driver was friendly and mostly on time.,2015-09-23 14:28:00
369,548,99,125,5,Clean car and great driver!,2016-02-23 19:44:00
370,57,703,20,4,"Good ride overall, no complaints.",2015-06-12 21:28:00
371,347,765,577,5,Driver was super friendly and on time.,2016-01-02 08:37:00
372,2233,545,115,5,Clean car and great driver!,2017-08-19 14:59:00
373,2746,328,548,4,"Solid ride, arrived safely.",2018-02-10 10:48:00
