ride_id,driver_id,vehicle_id,origin_city_id,destination_city_id,departure_time,arrival_time,price_per_seat,suggested_price,status,created_at
18,18,9,14.0,318.0,2015-06-06 13:29:00,2015-06-06 13:59:00,2.03,2.03,COMPLETED,2015-06-06 14:59:00
19,19,2,15.0,319.0,2015-06-07 20:21:00,2015-06-07 20:48:00,7.11,7.11,COMPLETED,2015-06-07 21:48:00
20,20,2,16.0,320.0,2015-06-12 16:11:00,2015-06-12 16:28:00,3.33,3.33,COMPLETED,2015-06-12 17:25:00
21,21,11,17.0,321.0,2015-06-12 16:25:00,2015-06-12 17:01:00,5.65,,COMPLETED,2015-06-12 18:01:00
22,22,4,18.0,18.0,2015-06-14 05:58:00,2015-06-14 06:44:00,3.26,3.26,CANCELLED,2015-06-14 07:44:00
23,23,12,19.0,322.0,2015-06-14 09:24:00,2015-06-14 10:18:00,10.39,10.39,COMPLETED,2015-06-14 11:18:00
24,24,13,20.0,323.0,2015-06-14 11:59:00,2015-06-14 12:39:00,18.13,18.13,COMPLETED,2015-06-14 13:39:00
25,25,10,21.0,18.0,2015-06-14 19:01:00,2015-06-14 19:31:00,18.13,18.13,COMPLETED,2015-06-14 20:31:00
26,26,14,18.0,324.0,2015-06-14 21:04:00,2015-06-14 21:41:00,18.13,18.13,COMPLETED,2015-06-14 22:41:00
27,27,15,22.0,23.0,2015-06-14 22:00:00,2015-06-14 22:19:00,6.4,6.4,COMPLETED,2015-06-14 23:19:00
28,28,16,23.0,21.0,2015-06-14 23:17:00,2015-06-14 23:46:00,11.22,11.22,COMPLETED,2015-06-14 00:46:00
29,30,9,24.0,21.0,2015-06-15 08:42:00,2015-06-15 10:10:00,27.29,40.94,COMPLETED,2015-06-15 11:10:00
30,29,17,20.0,22.0,2015-06-15 09:01:00,2015-06-15 09:58:00,8.9,8.9,COMPLETED,2015-06-15 10:48:00
31,31,18,22.0,25.0,2015-06-15 11:10:00,2015-06-15 11:37:00,7.6,7.6,COMPLETED,2015-06-15 12:37:00
32,32,15,25.0,325.0,2015-06-15 12:37:00,2015-06-15 12:57:00,10.31,15.46,COMPLETED,2015-06-15 13:57:00
33,33,10,26.0,326.0,2015-06-15 13:05:00,2015-06-15 13:19:00,1.8,1.8,COMPLETED,2015-06-15 14:19:00
34,34,18,27.0,22.0,2015-06-15 14:03:00,2015-06-15 14:30:00,8.5,8.5,COMPLETED,2015-06-15 15:30:00
35,35,2,28.0,29.0,2015-06-15 18:59:00,2015-06-15 19:21:00,3.15,4.41,COMPLETED,2015-06-15 20:21:00
36,36,4,29.0,327.0,2015-06-15 22:32:00,2015-06-15 22:52:00,7.6,7.6,COMPLETED,2015-06-15 23:52:00
37,37,19,25.0,328.0,2015-06-16 10:35:00,2015-06-16 11:08:00,3.65,3.65,COMPLETED,2015-06-16 12:08:00
38,37,20,30.0,25.0,2015-06-16 11:10:00,2015-06-16 11:21:00,2.59,2.59,COMPLETED,2015-06-16 12:20:00
39,38,15,31.0,329.0,2015-06-16 11:54:00,2015-06-16 12:27:00,9.73,9.73,COMPLETED,2015-06-16 13:27:00
40,39,18,32.0,22.0,2015-06-16 20:52:00,2015-06-16 21:13:00,6.03,6.03,COMPLETED,2015-06-16 22:13:00
41,40,21,25.0,22.0,2015-06-17 05:37:00,2015-06-17 05:59:00,2.74,2.74,COMPLETED,2015-06-17 06:59:00
42,41,1,22.0,18.0,2015-06-17 07:21:00,2015-06-17 07:59:00,18.64,18.64,COMPLETED,2015-06-17 08:59:00
43,42,22,33.0,34.0,2015-06-17 11:39:00,2015-06-17 12:09:00,5.11,5.11,COMPLETED,2015-06-17 13:09:00
44,43,23,34.0,330.0,2015-06-17 12:20:00,2015-06-17 13:05:00,5.44,5.44,COMPLETED,2015-06-17 14:05:00
45,44,24,19.0,330.0,2015-06-17 13:32:00,2015-06-17 13:59:00,2.81,2.81,COMPLETED,2015-06-17 14:59:00
46,4,15,22.0,18.0,2015-06-17 15:38:00,2015-06-17 16:35:00,33.55,33.55,COMPLETED,2015-06-17 17:35:00
47,45,15,19.0,18.0,2015-06-29 13:42:00,2015-06-29 14:28:00,32.31,32.31,COMPLETED,2015-06-29 15:28:00
48,46,11,35.0,20.0,2015-07-07 18:48:00,2015-07-07 20:05:00,10.46,10.46,COMPLETED,2015-07-07 21:05:00
49,47,1,20.0,331.0,2015-07-08 00:31:00,2015-07-08 01:16:00,10.84,10.84,COMPLETED,2015-07-08 02:16:00
50,48,25,20.0,331.0,2015-07-09 00:38:00,2015-07-09 01:33:00,9.1,9.1,COMPLETED,2015-07-09 02:33:00
51,49,2,36.0,20.0,2015-09-06 15:21:00,2015-09-06 15:29:00,1.44,1.44,COMPLETED,2015-09-06 16:26:00
52,50,2,37.0,332.0,2015-09-09 13:25:00,2015-09-09 16:00:00,3.54,3.54,COMPLETED,2015-09-09 17:00:00
53,51,26,38.0,37.0,2015-09-09 14:49:00,2015-09-09 15:22:00,2.35,2.35,COMPLETED,2015-09-09 16:22:00
54,52,22,39.0,40.0,2015-09-10 15:47:00,2015-09-10 16:29:00,5.91,5.91,COMPLETED,2015-09-10 17:29:00
55,52,27,40.0,333.0,2015-09-10 16:50:00,2015-09-10 17:15:00,5.91,5.91,COMPLETED,2015-09-10 18:15:00
56,53,2,41.0,334.0,2015-09-11 10:17:00,2015-09-11 10:36:00,2.11,2.11,COMPLETED,2015-09-11 11:36:00
57,54,10,42.0,46.0,2015-09-11 11:31:00,2015-09-11 11:59:00,2.18,2.18,COMPLETED,2015-09-11 12:59:00
58,55,28,43.0,41.0,2015-09-11 21:15:00,2015-09-11 21:39:00,2.55,2.55,COMPLETED,2015-09-11 22:39:00
59,56,29,41.0,335.0,2015-09-12 12:26:00,2015-09-12 12:57:00,2.66,2.66,COMPLETED,2015-09-12 13:57:00
60,57,7,41.0,336.0,2015-09-12 17:32:00,2015-09-12 17:54:00,2.63,2.63,COMPLETED,2015-09-12 18:54:00
61,58,30,44.0,337.0,2015-09-12 22:03:00,2015-09-12 22:21:00,2.46,2.46,COMPLETED,2015-09-12 23:21:00
62,59,31,20.0,45.0,2015-09-13 10:03:00,2015-09-13 10:29:00,3.55,3.55,COMPLETED,2015-09-13 11:29:00
63,60,2,45.0,53.0,2015-09-13 10:42:00,2015-09-13 11:10:00,3.83,3.83,COMPLETED,2015-09-13 12:10:00
64,61,32,46.0,338.0,2015-09-13 13:29:00,2015-09-13 14:04:00,5.9,5.9,COMPLETED,2015-09-13 15:04:00
65,62,33,47.0,339.0,2015-09-13 15:06:00,2015-09-13 17:54:00,5.9,5.9,COMPLETED,2015-09-13 18:54:00
66,63,34,24.0,20.0,2015-09-13 17:07:00,2015-09-13 17:46:00,14.74,14.74,COMPLETED,2015-09-13 18:46:00
67,64,35,48.0,340.0,2015-09-14 14:15:00,2015-09-14 14:42:00,3.59,3.59,COMPLETED,2015-09-14 15:42:00
68,65,2,20.0,49.0,2015-09-16 19:43:00,2015-09-16 20:02:00,1.99,1.99,COMPLETED,2015-09-16 21:02:00
69,66,29,49.0,20.0,2015-09-16 22:33:00,2015-09-16 22:47:00,2.56,2.56,COMPLETED,2015-09-16 23:47:00
70,67,36,20.0,341.0,2015-09-17 12:39:00,2015-09-17 12:57:00,5.7,5.7,COMPLETED,2015-09-17 13:57:00
71,68,21,20.0,342.0,2015-09-17 16:19:00,2015-09-17 17:04:00,5.19,5.19,COMPLETED,2015-09-17 18:04:00
72,70,38,51.0,20.0,2015-09-17 20:22:00,2015-09-17 21:05:00,6.26,6.26,COMPLETED,2015-09-17 22:05:00
73,69,37,50.0,46.0,2015-09-17 21:33:00,2015-09-17 21:59:00,2.72,2.72,COMPLETED,2015-09-17 22:59:00
74,71,12,52.0,20.0,2015-09-19 15:07:00,2015-09-19 15:17:00,1.48,1.48,COMPLETED,2015-09-19 16:17:00
75,72,39,20.0,343.0,2015-09-19 17:20:00,2015-09-19 17:32:00,1.36,1.36,COMPLETED,2015-09-19 18:32:00
76,73,4,53.0,54.0,2015-09-22 11:06:00,2015-09-22 11:21:00,4.66,4.66,COMPLETED,2015-09-22 12:21:00
77,74,11,54.0,20.0,2015-09-22 12:56:00,2015-09-22 13:09:00,1.62,1.62,COMPLETED,2015-09-22 14:09:00
78,75,40,55.0,41.0,2015-09-22 21:39:00,2015-09-22 23:06:00,3.0,3.0,COMPLETED,2015-09-23 00:06:00
79,76,2,52.0,53.0,2015-09-23 10:19:00,2015-09-23 10:28:00,4.53,4.53,COMPLETED,2015-09-23 11:28:00
80,77,41,53.0,344.0,2015-09-23 13:20:00,2015-09-23 14:20:00,7.84,7.84,COMPLETED,2015-09-23 15:20:00
81,78,5,53.0,56.0,2015-09-23 18:25:00,2015-09-23 18:59:00,3.95,3.95,COMPLETED,2015-09-23 19:59:00
82,79,11,56.0,20.0,2015-09-23 19:10:00,2015-09-23 19:31:00,3.0,3.0,COMPLETED,2015-09-23 20:31:00
83,80,2,53.0,345.0,2015-09-25 12:42:00,2015-09-25 13:34:00,15.26,15.26,COMPLETED,2015-09-25 14:34:00
84,81,2,53.0,36.0,2015-09-26 11:51:00,2015-09-26 12:09:00,1.68,1.68,COMPLETED,2015-09-26 13:09:00
85,82,42,20.0,346.0,2015-09-26 17:53:00,2015-09-26 18:27:00,8.01,8.01,COMPLETED,2015-09-26 19:27:00
86,84,2,58.0,20.0,2015-09-26 20:52:00,2015-09-26 21:13:00,3.59,3.59,COMPLETED,2015-09-26 22:13:00
87,83,40,55.0,57.0,2015-09-26 21:19:00,2015-09-26 21:40:00,2.05,2.05,COMPLETED,2015-09-26 22:40:00
88,15,21,57.0,347.0,2015-09-26 22:12:00,2015-09-26 22:40:00,2.92,2.92,COMPLETED,2015-09-26 23:40:00
89,85,43,53.0,348.0,2015-09-27 09:07:00,2015-09-27 09:36:00,3.91,3.91,COMPLETED,2015-09-27 10:36:00
90,86,44,59.0,20.0,2015-09-27 09:58:00,2015-09-27 10:28:00,4.49,4.49,COMPLETED,2015-09-27 11:28:00
91,87,2,20.0,349.0,2015-09-27 15:42:00,2015-09-27 16:02:00,2.5,2.5,COMPLETED,2015-09-27 17:02:00
92,88,45,60.0,20.0,2015-09-27 18:39:00,2015-09-27 19:00:00,2.58,2.58,COMPLETED,2015-09-27 20:00:00
93,89,46,61.0,73.0,2015-09-28 08:46:00,2015-09-28 09:05:00,1.61,1.61,COMPLETED,2015-09-28 10:05:00
94,90,5,62.0,20.0,2015-09-28 09:27:00,2015-09-28 09:46:00,2.32,2.32,COMPLETED,2015-09-28 10:46:00
95,91,29,54.0,20.0,2015-09-28 22:40:00,2015-09-28 22:49:00,1.58,1.58,COMPLETED,2015-09-28 23:49:00
96,92,47,20.0,348.0,2015-09-29 09:35:00,2015-09-29 10:19:00,5.39,5.39,COMPLETED,2015-09-29 11:19:00
97,93,10,63.0,53.0,2015-09-29 10:33:00,2015-09-29 11:09:00,4.79,4.79,COMPLETED,2015-09-29 12:09:00
98,94,2,20.0,64.0,2015-09-29 13:08:00,2015-09-29 13:38:00,3.25,3.25,COMPLETED,2015-09-29 14:38:00
99,95,20,64.0,350.0,2015-09-29 15:11:00,2015-09-29 15:46:00,3.65,3.65,COMPLETED,2015-09-29 16:46:00
100,95,2,20.0,351.0,2015-09-29 16:24:00,2015-09-29 16:40:00,1.72,1.72,COMPLETED,2015-09-29 17:40:00
101,96,5,20.0,352.0,2015-09-30 16:24:00,2015-09-30 16:56:00,4.41,4.41,COMPLETED,2015-09-30 17:56:00
102,1,9,56.0,53.0,2015-09-30 19:36:00,2015-09-30 19:55:00,3.01,3.01,COMPLETED,2015-09-30 20:55:00
103,97,5,53.0,353.0,2015-10-01 13:58:00,2015-10-01 14:39:00,6.1,6.1,COMPLETED,2015-10-01 15:39:00
104,98,35,65.0,354.0,2015-10-01 16:44:00,2015-10-01 16:56:00,1.23,1.23,COMPLETED,2015-10-01 17:56:00
105,99,1,66.0,355.0,2015-10-01 18:10:00,2015-10-01 18:48:00,7.37,9.58,COMPLETED,2015-10-01 19:48:00
106,100,5,67.0,356.0,2015-10-02 11:16:00,2015-10-02 11:46:00,5.48,5.48,COMPLETED,2015-10-02 12:46:00
107,100,2,20.0,18.0,2015-10-05 13:59:00,2015-10-05 14:56:00,15.43,15.43,COMPLETED,2015-10-05 15:56:00
108,101,48,68.0,20.0,2015-10-20 05:53:00,2015-10-20 06:40:00,16.0,16.0,COMPLETED,2015-10-20 07:40:00
109,43,23,53.0,18.0,2015-10-20 08:56:00,2015-10-20 10:39:00,16.0,16.0,COMPLETED,2015-10-20 11:39:00
110,102,9,69.0,53.0,2015-10-25 20:24:00,2015-10-25 21:10:00,16.18,16.18,COMPLETED,2015-10-25 22:10:00
111,103,1,70.0,357.0,2015-10-26 11:53:00,2015-10-26 12:06:00,4.74,4.74,COMPLETED,2015-10-26 13:06:00
112,104,29,71.0,53.0,2015-10-28 14:10:00,2015-10-28 14:41:00,5.04,5.04,COMPLETED,2015-10-28 15:41:00
113,105,40,53.0,62.0,2015-10-30 09:21:00,2015-10-30 09:38:00,2.17,2.17,COMPLETED,2015-10-30 10:38:00
114,106,1,72.0,53.0,2015-10-30 14:32:00,2015-10-30 14:58:00,3.36,3.36,COMPLETED,2015-10-30 15:58:00
115,107,5,73.0,53.0,2015-11-06 14:05:00,2015-11-06 14:23:00,2.5,2.5,COMPLETED,2015-11-06 15:23:00
116,108,49,74.0,20.0,2015-11-09 17:54:00,2015-11-09 18:19:00,2.26,2.26,COMPLETED,2015-11-09 19:19:00
117,109,29,75.0,53.0,2015-11-13 18:32:00,2015-11-13 19:17:00,5.61,5.61,COMPLETED,2015-11-13 20:17:00
118,110,2,76.0,53.0,2015-11-26 16:21:00,2015-11-26 17:42:00,10.17,10.17,COMPLETED,2015-11-26 18:42:00
119,111,25,77.0,53.0,2015-11-28 21:52:00,2015-11-28 22:36:00,5.2,5.2,COMPLETED,2015-11-28 23:36:00
120,112,2,72.0,53.0,2015-12-01 16:53:00,2015-12-01 17:34:00,5.01,5.01,COMPLETED,2015-12-01 18:34:00
121,113,2,78.0,53.0,2015-12-02 17:36:00,2015-12-02 17:56:00,2.11,2.11,COMPLETED,2015-12-02 18:56:00
122,114,50,53.0,53.0,2015-12-26 12:52:00,2015-12-26 13:05:00,21.23,21.23,COMPLETED,2015-12-26 14:05:00
123,115,45,79.0,79.0,2015-12-26 15:00:00,2015-12-26 15:22:00,1.4,1.4,CANCELLED,2015-12-26 16:00:00
124,116,5,47.0,358.0,2015-12-29 05:13:00,2015-12-29 05:45:00,5.54,5.54,COMPLETED,2015-12-29 06:13:00
125,117,2,46.0,358.0,2015-12-29 23:28:00,2015-12-29 23:54:00,2.67,2.67,COMPLETED,2015-12-30 00:28:00
126,118,1,80.0,359.0,2015-12-30 22:46:00,2015-12-30 23:13:00,1.99,1.99,COMPLETED,2015-12-31 00:13:00
127,,,480.0,480.0,2016-01-01 21:11:00,2016-01-01 21:17:00,,,BUSINESS,
128,,,480.0,480.0,2016-01-02 01:25:00,2016-01-02 01:37:00,,,BUSINESS,
129,119,47,81.0,360.0,2016-01-02 08:23:00,2016-01-02 08:43:00,2.19,2.19,COMPLETED,2016-01-02 09:43:00
130,,,480.0,480.0,2016-01-02 20:25:00,2016-01-02 20:38:00,,,BUSINESS,
131,120,5,18.0,53.0,2016-01-04 07:33:00,2016-01-04 08:20:00,13.72,13.72,COMPLETED,2016-01-04 09:20:00
132,,,480.0,480.0,2016-01-05 17:31:00,2016-01-05 17:45:00,,,BUSINESS,
133,,,480.0,481.0,2016-01-06 14:42:00,2016-01-06 15:49:00,,,BUSINESS,
134,,,481.0,481.0,2016-01-06 17:15:00,2016-01-06 17:19:00,,,BUSINESS,
135,,,481.0,657.0,2016-01-06 17:30:00,2016-01-06 17:35:00,,,BUSINESS,
136,,,482.0,482.0,2016-01-07 13:27:00,2016-01-07 13:33:00,,,BUSINESS,
137,,,482.0,497.0,2016-01-10 08:05:00,2016-01-10 08:25:00,,,BUSINESS,
138,,,483.0,484.0,2016-01-10 12:17:00,2016-01-10 12:44:00,,,BUSINESS,
139,,,484.0,658.0,2016-01-10 15:08:00,2016-01-10 15:51:00,,,BUSINESS,
140,,,485.0,484.0,2016-01-10 18:18:00,2016-01-10 18:53:00,,,BUSINESS,
141,,,486.0,487.0,2016-01-10 19:12:00,2016-01-10 19:32:00,,,BUSINESS,
142,,,487.0,659.0,2016-01-11 08:55:00,2016-01-11 09:21:00,,,BUSINESS,
143,,,488.0,486.0,2016-01-11 11:56:00,2016-01-11 12:03:00,,,BUSINESS,
144,,,486.0,489.0,2016-01-11 13:32:00,2016-01-11 13:46:00,,,BUSINESS,
145,,,489.0,486.0,2016-01-11 14:30:00,2016-01-11 14:43:00,,,BUSINESS,
146,,,486.0,490.0,2016-01-12 12:33:00,2016-01-12 12:49:00,,,BUSINESS,
147,,,490.0,491.0,2016-01-12 12:53:00,2016-01-12 13:09:00,,,BUSINESS,
148,,,491.0,490.0,2016-01-12 14:42:00,2016-01-12 14:56:00,,,BUSINESS,
149,,,490.0,492.0,2016-01-12 15:13:00,2016-01-12 15:28:00,,,BUSINESS,
150,,,492.0,486.0,2016-01-12 15:42:00,2016-01-12 15:54:00,,,BUSINESS,
151,,,484.0,660.0,2016-01-12 16:02:00,2016-01-12 17:00:00,,,BUSINESS,
152,121,45,82.0,53.0,2016-01-16 19:31:00,2016-01-16 20:03:00,2.88,2.88,COMPLETED,2016-01-16 20:31:00
153,122,1,83.0,361.0,2016-01-18 12:55:00,2016-01-18 13:14:00,1.49,1.49,COMPLETED,2016-01-18 13:55:00
154,123,5,48.0,53.0,2016-01-18 19:26:00,2016-01-18 19:38:00,1.39,1.39,COMPLETED,2016-01-18 20:26:00
155,124,6,53.0,362.0,2016-01-27 12:11:00,2016-01-27 13:01:00,4.58,4.58,COMPLETED,2016-01-27 14:01:00
156,,,,,2016-02-01 10:35:00,2016-02-01 11:15:00,,,,
157,,,,,2016-02-01 12:10:00,2016-02-01 12:43:00,,,,
158,,,,,2016-02-01 12:56:00,2016-02-01 13:07:00,,,,
159,,,,,2016-02-02 13:04:00,2016-02-02 13:23:00,,,,
160,,,,,2016-02-02 13:51:00,2016-02-02 14:06:00,,,,
161,,,,,2016-02-02 14:38:00,2016-02-02 14:42:00,,,,
162,,,,,2016-02-04 08:40:00,2016-02-04 09:01:00,,,,
163,,,,,2016-02-04 09:37:00,2016-02-04 10:09:00,,,,
164,,,,,2016-02-04 10:26:00,2016-02-04 10:32:00,,,,
165,,,,,2016-02-04 15:59:00,2016-02-04 16:03:00,,,,
166,,,,,2016-02-04 16:35:00,2016-02-04 16:39:00,,,,
167,,,,,2016-02-04 18:04:00,2016-02-04 18:31:00,,,,
168,,,,,2016-02-04 20:36:00,2016-02-04 20:55:00,,,,
169,,,,,2016-02-05 11:47:00,2016-02-05 12:07:00,,,,
170,,,,,2016-02-05 13:22:00,2016-02-05 13:41:00,,,,
171,,,,,2016-02-06 16:20:00,2016-02-06 16:53:00,,,,
172,,,,,2016-02-06 18:57:00,2016-02-06 19:21:00,,,,
173,,,,,2016-02-06 19:28:00,2016-02-06 19:37:00,,,,
174,,,,,2016-02-07 16:49:00,2016-02-07 17:01:00,,,,
175,,,,,2016-02-07 18:03:00,2016-02-07 18:17:00,,,,
176,,,,,2016-02-07 18:39:00,2016-02-07 18:53:00,,,,
177,,,,,2016-02-07 20:22:00,2016-02-07 20:40:00,,,,
178,,,,,2016-02-08 12:57:00,2016-02-08 13:08:00,,,,
179,,,,,2016-02-08 14:00:00,2016-02-08 14:10:00,,,,
180,,,,,2016-02-09 10:54:00,2016-02-09 11:07:00,,,,
181,,,,,2016-02-09 11:43:00,2016-02-09 11:50:00,,,,
182,,,,,2016-02-09 13:36:00,2016-02-09 13:52:00,,,,
183,,,,,2016-02-09 13:58:00,2016-02-09 14:02:00,,,,
184,,,,,2016-02-09 18:55:00,2016-02-09 19:11:00,,,,
185,,,,,2016-02-09 20:24:00,2016-02-09 20:40:00,,,,
186,,,,,2016-02-11 16:28:00,2016-02-11 17:10:00,,,,
187,,,,,2016-02-11 17:49:00,2016-02-11 18:10:00,,,,
188,,,,,2016-02-11 18:24:00,2016-02-11 18:46:00,,,,
189,,,,,2016-02-11 20:36:00,2016-02-11 20:51:00,,,,
190,,,,,2016-02-12 08:21:00,2016-02-12 08:42:00,,,,
191,,,,,2016-02-12 10:45:00,2016-02-12 10:52:00,,,,
192,,,,,2016-02-12 11:14:00,2016-02-12 11:35:00,,,,
193,,,,,2016-02-12 13:02:00,2016-02-12 13:36:00,,,,
194,,,482.0,508.0,2016-02-12 14:49:00,2016-02-12 15:06:00,,,BUSINESS,
195,,,508.0,482.0,2016-02-12 15:33:00,2016-02-12 16:06:00,,,BUSINESS,
196,125,1,84.0,53.0,2016-02-22 16:07:00,2016-02-22 16:44:00,4.7,4.7,COMPLETED,2016-02-22 17:44:00
197,126,5,85.0,363.0,2016-02-25 16:13:00,2016-02-25 16:23:00,1.25,1.25,COMPLETED,2016-02-25 17:23:00
198,127,11,53.0,357.0,2016-02-29 21:23:00,2016-02-29 21:56:00,4.59,4.59,COMPLETED,2016-02-29 22:56:00
199,,,509.0,500.0,2016-03-01 18:47:00,2016-03-01 19:10:00,,,BUSINESS,
200,,,500.0,663.0,2016-03-01 21:27:00,2016-03-01 21:45:00,,,BUSINESS,
201,,,482.0,482.0,2016-03-03 09:45:00,2016-03-03 09:52:00,,,BUSINESS,
202,,,482.0,482.0,2016-03-03 11:04:00,2016-03-03 11:10:00,,,BUSINESS,
203,,,482.0,497.0,2016-03-03 14:44:00,2016-03-03 14:58:00,,,BUSINESS,
204,,,497.0,482.0,2016-03-03 15:27:00,2016-03-03 15:48:00,,,BUSINESS,
205,,,482.0,482.0,2016-03-03 16:02:00,2016-03-03 16:42:00,,,BUSINESS,
206,,,482.0,482.0,2016-03-04 07:47:00,2016-03-04 08:06:00,,,BUSINESS,
207,,,482.0,482.0,2016-03-04 09:46:00,2016-03-04 10:03:00,,,BUSINESS,
208,,,500.0,664.0,2016-03-04 11:46:00,2016-03-04 12:06:00,,,BUSINESS,
209,,,482.0,482.0,2016-03-04 13:03:00,2016-03-04 13:25:00,,,BUSINESS,
210,,,482.0,498.0,2016-03-04 13:40:00,2016-03-04 14:09:00,,,BUSINESS,
211,,,498.0,482.0,2016-03-04 15:56:00,2016-03-04 16:08:00,,,BUSINESS,
212,,,482.0,503.0,2016-03-04 16:16:00,2016-03-04 16:22:00,,,BUSINESS,
213,,,503.0,482.0,2016-03-04 16:43:00,2016-03-04 17:12:00,,,BUSINESS,
214,,,510.0,500.0,2016-03-04 19:02:00,2016-03-04 19:08:00,,,BUSINESS,
215,,,482.0,507.0,2016-03-04 19:16:00,2016-03-04 19:25:00,,,BUSINESS,
216,,,507.0,482.0,2016-03-05 11:44:00,2016-03-05 11:59:00,,,BUSINESS,
217,,,482.0,497.0,2016-03-05 12:57:00,2016-03-05 13:12:00,,,BUSINESS,
218,,,497.0,482.0,2016-03-05 14:08:00,2016-03-05 14:18:00,,,BUSINESS,
219,,,500.0,510.0,2016-03-05 14:39:00,2016-03-05 15:01:00,,,BUSINESS,
220,128,40,86.0,364.0,2016-03-05 15:14:00,2016-03-05 15:35:00,4.93,,COMPLETED,2016-03-05 16:35:00
221,,,510.0,500.0,2016-03-05 16:52:00,2016-03-05 17:13:00,,,BUSINESS,
222,,,500.0,509.0,2016-03-05 17:23:00,2016-03-05 17:34:00,,,PERSONAL,
223,,,509.0,511.0,2016-03-07 09:10:00,2016-03-07 09:20:00,,,PERSONAL,
224,,,511.0,512.0,2016-03-07 09:23:00,2016-03-07 09:47:00,,,PERSONAL,
225,,,512.0,500.0,2016-03-07 12:10:00,2016-03-07 12:26:00,,,PERSONAL,
226,,,482.0,497.0,2016-03-07 13:57:00,2016-03-07 14:18:00,,,BUSINESS,
227,,,497.0,482.0,2016-03-07 15:19:00,2016-03-07 15:45:00,,,BUSINESS,
228,,,482.0,503.0,2016-03-08 14:38:00,2016-03-08 14:55:00,,,BUSINESS,
229,,,513.0,665.0,2016-03-08 15:35:00,2016-03-08 16:00:00,,,BUSINESS,
230,,,503.0,497.0,2016-03-08 16:13:00,2016-03-08 16:25:00,,,BUSINESS,
231,,,497.0,482.0,2016-03-10 03:36:00,2016-03-10 03:53:00,,,BUSINESS,
232,,,482.0,498.0,2016-03-10 10:08:00,2016-03-10 10:37:00,,,BUSINESS,
233,,,498.0,497.0,2016-03-10 14:39:00,2016-03-10 14:55:00,,,BUSINESS,
234,,,497.0,503.0,2016-03-10 16:18:00,2016-03-10 16:28:00,,,BUSINESS,
235,,,503.0,482.0,2016-03-11 09:47:00,2016-03-11 09:59:00,,,BUSINESS,
236,,,482.0,497.0,2016-03-11 10:29:00,2016-03-11 10:36:00,,,BUSINESS,
237,,,497.0,482.0,2016-03-11 11:57:00,2016-03-11 12:04:00,,,BUSINESS,
238,,,,,2016-03-11 13:43:00,2016-03-11 13:51:00,,,,
239,,,,,2016-03-11 19:21:00,2016-03-11 19:35:00,,,,
240,,,,,2016-03-12 09:13:00,2016-03-12 09:22:00,,,,
241,,,,,2016-03-12 18:27:00,2016-03-12 18:37:00,,,,
242,129,5,87.0,365.0,2016-03-14 17:16:00,2016-03-14 17:30:00,2.16,2.16,COMPLETED,2016-03-14 18:30:00
