booking_id,ride_id,rider_id,seats_booked,total_price,status,booked_at
109,35,248,1,3.15,cancelled,2015-06-13 12:59:00
110,35,513,1,3.15,confirmed,2015-06-14 19:59:00
111,36,979,1,7.6,confirmed,2015-06-14 18:32:00
112,36,790,1,7.6,cancelled,2015-06-13 19:32:00
113,36,76,1,7.6,confirmed,2015-06-13 05:32:00
114,36,18,1,7.6,confirmed,2015-06-13 18:32:00
115,37,657,2,7.3,confirmed,2015-06-14 18:35:00
117,39,402,1,9.73,confirmed,2015-06-14 03:54:00
118,39,602,1,9.73,confirmed,2015-06-15 23:54:00
119,39,651,2,19.46,confirmed,2015-06-16 03:54:00
120,40,684,2,12.06,confirmed,2015-06-16 02:52:00
121,40,761,1,6.03,confirmed,2015-06-14 23:52:00
122,40,675,5,30.15,confirmed,2015-06-15 10:52:00
123,41,382,3,8.22,confirmed,2015-06-16 13:37:00
124,41,131,1,2.74,confirmed,2015-06-14 22:37:00
125,42,538,1,18.64,confirmed,2015-06-14 13:21:00
126,42,67,2,37.28,confirmed,2015-06-16 09:21:00
127,42,271,2,37.28,confirmed,2015-06-16 17:21:00
128,43,235,1,5.11,confirmed,2015-06-17 09:39:00
129,44,49,3,16.32,confirmed,2015-06-16 16:20:00
130,44,485,2,10.88,cancelled,2015-06-17 07:20:00
131,45,231,1,2.81,confirmed,2015-06-17 03:32:00
132,45,331,1,2.81,confirmed,2015-06-17 06:32:00
133,45,256,1,2.81,confirmed,2015-06-14 18:32:00
135,46,888,1,33.55,confirmed,2015-06-14 16:38:00
136,46,291,1,33.55,confirmed,2015-06-16 13:38:00
137,46,794,1,33.55,confirmed,2015-06-16 00:38:00
138,46,867,1,33.55,confirmed,2015-06-14 23:38:00
139,47,752,3,96.93,confirmed,2015-06-28 05:42:00
140,47,924,1,32.31,confirmed,2015-06-27 08:42:00
141,48,240,3,31.38,confirmed,2015-07-07 16:48:00
142,49,2,2,21.68,cancelled,2015-07-06 08:31:00
143,49,779,1,10.84,confirmed,2015-07-06 17:31:00
144,49,675,2,21.68,confirmed,2015-07-07 16:31:00
145,50,730,1,9.1,confirmed,2015-07-07 18:38:00
146,50,288,4,36.4,confirmed,2015-07-07 00:38:00
147,51,999,1,1.44,confirmed,2015-09-04 12:21:00
148,51,767,1,1.44,confirmed,2015-09-06 07:21:00
149,51,88,1,1.44,confirmed,2015-09-05 22:21:00
150,51,596,1,1.44,confirmed,2015-09-04 22:21:00
151,52,719,1,3.54,confirmed,2015-09-08 07:25:00
152,52,853,1,3.54,cancelled,2015-09-08 19:25:00
153,52,755,1,3.54,confirmed,2015-09-08 15:25:00
154,52,336,1,3.54,confirmed,2015-09-07 08:25:00
156,54,317,1,5.91,confirmed,2015-09-09 00:47:00
157,54,476,1,5.91,confirmed,2015-09-08 21:47:00
158,54,273,1,5.91,confirmed,2015-09-09 07:47:00
159,54,874,1,5.91,confirmed,2015-09-10 08:47:00
160,55,308,2,11.82,cancelled,2015-09-07 16:50:00
161,55,268,1,5.91,confirmed,2015-09-10 02:50:00
162,55,841,1,5.91,confirmed,2015-09-10 08:50:00
163,55,180,1,5.91,confirmed,2015-09-08 12:50:00
164,55,32,2,11.82,confirmed,2015-09-10 05:50:00
165,55,976,2,11.82,cancelled,2015-09-10 06:50:00
166,56,68,2,4.22,cancelled,2015-09-09 01:17:00
167,57,96,2,4.36,confirmed,2015-09-08 23:31:00
168,57,928,1,2.18,confirmed,2015-09-09 03:31:00
169,58,510,1,2.55,confirmed,2015-09-10 17:15:00
170,58,31,1,2.55,confirmed,2015-09-09 11:15:00
171,58,393,1,2.55,confirmed,2015-09-10 13:15:00
172,58,701,1,2.55,confirmed,2015-09-08 22:15:00
173,59,64,2,5.32,confirmed,2015-09-09 16:26:00
174,59,91,2,5.32,confirmed,2015-09-09 14:26:00
176,59,394,4,10.64,confirmed,2015-09-09 21:26:00
177,60,936,2,5.26,confirmed,2015-09-11 17:32:00
178,60,581,1,2.63,confirmed,2015-09-11 12:32:00
179,60,516,1,2.63,cancelled,2015-09-11 05:32:00
180,61,830,4,9.84,confirmed,2015-09-11 16:03:00
181,62,104,2,7.1,confirmed,2015-09-13 02:03:00
182,62,255,2,7.1,confirmed,2015-09-11 08:03:00
183,63,959,1,3.83,confirmed,2015-09-11 17:42:00
184,63,861,2,7.66,cancelled,2015-09-13 06:42:00
185,63,867,2,7.66,cancelled,2015-09-12 15:42:00
186,64,858,2,11.8,confirmed,2015-09-12 14:29:00
187,64,831,2,11.8,confirmed,2015-09-13 05:29:00
188,65,618,1,5.9,confirmed,2015-09-13 14:06:00
189,65,226,2,11.8,cancelled,2015-09-12 13:06:00
190,66,350,1,14.74,cancelled,2015-09-11 23:07:00
191,66,736,1,14.74,confirmed,2015-09-12 22:07:00
192,67,868,3,10.77,cancelled,2015-09-14 04:15:00
193,68,723,2,3.98,confirmed,2015-09-14 23:43:00
194,68,966,2,3.98,confirmed,2015-09-15 22:43:00
195,68,680,2,3.98,confirmed,2015-09-14 04:43:00
196,69,326,2,5.12,confirmed,2015-09-15 23:33:00
197,69,180,2,5.12,confirmed,2015-09-15 08:33:00
198,69,726,1,2.56,confirmed,2015-09-16 21:33:00
199,69,993,2,5.12,cancelled,2015-09-16 17:33:00
200,69,577,1,2.56,confirmed,2015-09-15 17:33:00
201,69,712,1,2.56,cancelled,2015-09-16 03:33:00
203,70,81,1,5.7,cancelled,2015-09-15 17:39:00
204,70,245,4,22.8,confirmed,2015-09-16 09:39:00
205,71,711,3,15.57,confirmed,2015-09-17 02:19:00
206,71,71,1,5.19,confirmed,2015-09-15 07:19:00
207,72,994,1,6.26,cancelled,2015-09-15 23:22:00
208,72,172,1,6.26,confirmed,2015-09-15 06:22:00
209,72,907,1,6.26,confirmed,2015-09-17 10:22:00
210,72,425,1,6.26,confirmed,2015-09-16 03:22:00
211,73,976,2,5.44,confirmed,2015-09-15 20:33:00
212,73,109,1,2.72,confirmed,2015-09-14 22:33:00
213,73,77,1,2.72,confirmed,2015-09-15 07:33:00
214,74,443,2,2.96,confirmed,2015-09-17 07:07:00
215,75,55,2,2.72,confirmed,2015-09-18 16:20:00
216,75,105,2,2.72,confirmed,2015-09-16 19:20:00
217,76,678,1,4.66,confirmed,2015-09-20 08:06:00
218,76,290,2,9.32,confirmed,2015-09-20 12:06:00
219,76,306,1,4.66,confirmed,2015-09-20 21:06:00
220,77,206,1,1.62,confirmed,2015-09-22 01:56:00
221,77,101,1,1.62,cancelled,2015-09-20 20:56:00
222,77,27,1,1.62,confirmed,2015-09-21 02:56:00
223,77,213,1,1.62,confirmed,2015-09-20 10:56:00
224,78,381,2,6.0,confirmed,2015-09-20 11:39:00
225,78,908,1,3.0,confirmed,2015-09-20 09:39:00
226,79,233,1,4.53,confirmed,2015-09-22 21:19:00
227,79,859,1,4.53,confirmed,2015-09-20 12:19:00
229,80,862,4,31.36,cancelled,2015-09-21 07:20:00
230,81,705,1,3.95,confirmed,2015-09-22 11:25:00
231,81,889,1,3.95,confirmed,2015-09-21 15:25:00
232,81,960,1,3.95,confirmed,2015-09-20 23:25:00
233,82,125,2,6.0,confirmed,2015-09-22 21:10:00
234,82,974,1,3.0,cancelled,2015-09-23 02:10:00
236,84,844,1,1.68,cancelled,2015-09-25 01:51:00
237,84,644,2,3.36,cancelled,2015-09-26 02:51:00
238,85,399,4,32.04,confirmed,2015-09-25 05:53:00
239,86,941,1,3.59,confirmed,2015-09-26 00:52:00
240,86,896,1,3.59,confirmed,2015-09-26 07:52:00
241,86,13,1,3.59,confirmed,2015-09-26 07:52:00
242,86,807,1,3.59,cancelled,2015-09-24 23:52:00
243,87,272,1,2.05,confirmed,2015-09-25 09:19:00
244,87,394,1,2.05,confirmed,2015-09-24 17:19:00
245,87,672,1,2.05,confirmed,2015-09-25 02:19:00
246,87,499,1,2.05,confirmed,2015-09-24 08:19:00
247,88,920,3,8.76,cancelled,2015-09-25 07:12:00
248,88,383,3,8.76,confirmed,2015-09-24 07:12:00
250,89,309,3,11.73,confirmed,2015-09-25 15:07:00
251,89,999,2,7.82,confirmed,2015-09-26 21:07:00
252,90,454,2,8.98,confirmed,2015-09-24 14:58:00
253,90,218,2,8.98,cancelled,2015-09-24 15:58:00
254,91,68,3,7.5,confirmed,2015-09-26 21:42:00
255,91,320,3,7.5,cancelled,2015-09-27 11:42:00
256,92,199,1,2.58,cancelled,2015-09-26 10:39:00
257,92,898,1,2.58,confirmed,2015-09-25 19:39:00
258,93,282,2,3.22,confirmed,2015-09-27 16:46:00
259,93,379,3,4.83,confirmed,2015-09-26 08:46:00
261,94,458,2,4.64,confirmed,2015-09-26 23:27:00
262,95,852,1,1.58,confirmed,2015-09-27 18:40:00
263,95,707,1,1.58,confirmed,2015-09-27 19:40:00
264,95,94,2,3.16,confirmed,2015-09-26 04:40:00
265,95,293,1,1.58,cancelled,2015-09-28 20:40:00
266,95,29,2,3.16,cancelled,2015-09-27 23:40:00
267,95,397,1,1.58,confirmed,2015-09-27 06:40:00
268,96,435,2,10.78,confirmed,2015-09-28 05:35:00
269,96,918,2,10.78,confirmed,2015-09-26 14:35:00
270,96,387,2,10.78,confirmed,2015-09-29 08:35:00
271,97,576,2,9.58,confirmed,2015-09-28 20:33:00
272,97,664,2,9.58,confirmed,2015-09-27 22:33:00
273,97,610,2,9.58,cancelled,2015-09-28 00:33:00
274,98,194,1,3.25,cancelled,2015-09-27 09:08:00
275,98,155,2,6.5,confirmed,2015-09-29 09:08:00
277,99,416,1,3.65,confirmed,2015-09-28 10:11:00
278,99,399,1,3.65,cancelled,2015-09-27 17:11:00
279,99,756,1,3.65,cancelled,2015-09-26 15:11:00
280,99,37,1,3.65,confirmed,2015-09-27 02:11:00
281,100,760,3,5.16,cancelled,2015-09-28 16:24:00
282,100,266,3,5.16,cancelled,2015-09-29 04:24:00
283,101,365,1,4.41,confirmed,2015-09-29 00:24:00
284,102,809,1,3.01,confirmed,2015-09-28 07:36:00
285,102,910,1,3.01,confirmed,2015-09-30 09:36:00
286,102,341,1,3.01,cancelled,2015-09-28 02:36:00
287,102,382,1,3.01,cancelled,2015-09-28 18:36:00
288,103,307,1,6.1,confirmed,2015-09-30 11:58:00
289,103,425,1,6.1,confirmed,2015-09-29 02:58:00
290,103,56,1,6.1,confirmed,2015-09-30 13:58:00
291,104,501,2,2.46,confirmed,2015-09-30 17:44:00
292,105,651,2,14.74,confirmed,2015-09-30 20:10:00
293,105,60,1,7.37,confirmed,2015-10-01 06:10:00
294,105,5,1,7.37,confirmed,2015-09-29 11:10:00
295,106,441,2,10.96,confirmed,2015-10-02 06:16:00
296,106,990,1,5.48,confirmed,2015-10-02 09:16:00
297,107,777,1,15.43,confirmed,2015-10-05 12:59:00
298,107,855,1,15.43,confirmed,2015-10-03 16:59:00
299,107,545,2,30.86,confirmed,2015-10-03 11:59:00
300,108,604,1,16.0,confirmed,2015-10-18 15:53:00
301,108,315,2,32.0,confirmed,2015-10-17 09:53:00
302,108,173,2,32.0,confirmed,2015-10-19 11:53:00
304,108,845,2,32.0,confirmed,2015-10-19 07:53:00
305,109,20,1,16.0,confirmed,2015-10-20 05:56:00
306,109,235,3,48.0,confirmed,2015-10-19 16:56:00
307,109,231,2,32.0,confirmed,2015-10-20 03:56:00
308,109,746,2,32.0,cancelled,2015-10-18 23:56:00
309,110,610,1,16.18,confirmed,2015-10-25 17:24:00
310,111,708,1,4.74,confirmed,2015-10-24 10:53:00
311,112,562,3,15.12,confirmed,2015-10-27 18:10:00
312,113,713,3,6.51,confirmed,2015-10-28 03:21:00
313,113,704,3,6.51,confirmed,2015-10-27 14:21:00
314,114,639,1,3.36,confirmed,2015-10-30 00:32:00
315,114,622,1,3.36,confirmed,2015-10-30 00:32:00
316,114,719,2,6.72,confirmed,2015-10-29 12:32:00
317,115,853,1,2.5,confirmed,2015-11-04 09:05:00
318,115,537,2,5.0,confirmed,2015-11-03 15:05:00
319,116,934,1,2.26,confirmed,2015-11-09 16:54:00
320,116,214,1,2.26,confirmed,2015-11-09 02:54:00
321,116,706,1,2.26,confirmed,2015-11-09 05:54:00
322,116,957,1,2.26,confirmed,2015-11-09 04:54:00
323,117,661,3,16.83,confirmed,2015-11-13 11:32:00
324,117,238,1,5.61,cancelled,2015-11-13 12:32:00
325,117,469,3,16.83,confirmed,2015-11-12 01:32:00
326,118,758,1,10.17,confirmed,2015-11-25 22:21:00
327,118,120,1,10.17,confirmed,2015-11-24 07:21:00
328,118,98,1,10.17,cancelled,2015-11-26 04:21:00
329,118,873,1,10.17,cancelled,2015-11-25 16:21:00
331,120,708,1,5.01,confirmed,2015-11-30 18:53:00
332,120,873,1,5.01,confirmed,2015-12-01 08:53:00
333,120,491,1,5.01,confirmed,2015-11-29 02:53:00
334,120,821,1,5.01,confirmed,2015-11-29 15:53:00
335,121,628,1,2.11,confirmed,2015-11-30 02:36:00
336,121,30,1,2.11,cancelled,2015-11-30 08:36:00
337,121,885,1,2.11,confirmed,2015-12-01 00:36:00
339,123,445,2,2.8,confirmed,2015-12-24 13:00:00
340,124,861,3,16.62,cancelled,2015-12-28 22:13:00
341,125,660,2,5.34,confirmed,2015-12-27 10:28:00
342,126,892,1,1.99,confirmed,2015-12-29 03:46:00
343,126,171,1,1.99,confirmed,2015-12-29 17:46:00
344,126,77,1,1.99,confirmed,2015-12-29 15:46:00
345,126,771,1,1.99,confirmed,2015-12-28 12:46:00
351,129,866,2,4.38,confirmed,2015-12-30 19:23:00
352,129,467,3,6.57,confirmed,2015-12-30 22:23:00
354,131,989,1,13.72,confirmed,2016-01-04 01:33:00
355,131,821,1,13.72,confirmed,2016-01-02 02:33:00
356,131,300,1,13.72,confirmed,2016-01-03 05:33:00
410,152,815,3,8.64,confirmed,2016-01-15 13:31:00
411,152,259,2,5.76,confirmed,2016-01-14 09:31:00
412,153,445,1,1.49,confirmed,2016-01-18 03:55:00
413,153,325,1,1.49,confirmed,2016-01-18 02:55:00
414,153,18,1,1.49,cancelled,2016-01-17 22:55:00
415,153,400,1,1.49,confirmed,2016-01-16 21:55:00
416,154,89,1,1.39,confirmed,2016-01-18 15:26:00
417,154,290,1,1.39,confirmed,2016-01-17 14:26:00
418,154,785,1,1.39,confirmed,2016-01-15 21:26:00
419,155,985,2,9.16,confirmed,2016-01-25 12:11:00
420,155,651,1,4.58,confirmed,2016-01-24 12:11:00
421,155,149,1,4.58,confirmed,2016-01-27 11:11:00
546,196,861,1,4.7,confirmed,2016-02-20 17:07:00
547,196,646,1,4.7,confirmed,2016-02-20 11:07:00
548,196,99,1,4.7,confirmed,2016-02-21 14:07:00
550,197,334,2,2.5,confirmed,2016-02-23 06:13:00
551,197,691,1,1.25,confirmed,2016-02-24 03:13:00
552,198,648,1,4.59,confirmed,2016-02-28 01:23:00
553,198,981,1,4.59,confirmed,2016-02-27 17:23:00
554,198,150,1,4.59,confirmed,2016-02-28 01:23:00
555,198,891,1,4.59,confirmed,2016-02-28 07:23:00
619,220,658,1,4.93,confirmed,2016-03-04 22:14:00
620,220,331,1,4.93,cancelled,2016-03-04 13:14:00
621,220,114,1,4.93,confirmed,2016-03-05 02:14:00
622,220,99,1,4.93,confirmed,2016-03-03 13:14:00
683,242,576,1,2.16,confirmed,2016-03-11 21:16:00
684,242,950,2,4.32,confirmed,2016-03-12 14:16:00
685,243,162,1,3.0,confirmed,2016-03-15 20:38:00
687,243,357,1,3.0,cancelled,2016-03-16 02:38:00
688,244,913,1,1.86,confirmed,2016-03-19 12:36:00
689,244,836,1,1.86,confirmed,2016-03-20 20:36:00
690,244,31,1,1.86,confirmed,2016-03-20 02:36:00
691,244,968,1,1.86,confirmed,2016-03-20 12:36:00
692,245,995,3,10.02,confirmed,2016-03-25 01:23:00
693,245,321,2,6.68,confirmed,2016-03-22 20:23:00
694,245,933,2,6.68,cancelled,2016-03-24 02:23:00
695,245,621,2,6.68,confirmed,2016-03-24 23:23:00
696,246,327,3,8.49,confirmed,2016-03-25 03:13:00
697,246,70,1,2.83,confirmed,2016-03-25 00:13:00
726,258,746,1,2.0,confirmed,2016-04-01 12:51:00
727,258,812,1,2.0,confirmed,2016-04-01 18:51:00
728,258,1000,1,2.0,confirmed,2016-04-02 18:51:00
729,258,525,1,2.0,confirmed,2016-04-03 06:51:00
730,259,317,1,1.93,confirmed,2016-04-02 14:05:00
731,259,318,1,1.93,cancelled,2016-04-02 12:05:00
732,259,749,1,1.93,confirmed,2016-04-02 05:05:00
733,259,789,1,1.93,confirmed,2016-03-31 22:05:00
734,260,624,4,105.32,confirmed,2016-04-02 21:48:00
741,263,428,2,6.14,confirmed,2016-04-06 00:03:00
762,271,161,2,11.0,cancelled,2016-04-06 19:27:00
763,271,644,2,11.0,confirmed,2016-04-07 11:27:00
764,272,857,3,44.55,confirmed,2016-04-08 14:00:00
765,273,215,3,7.35,confirmed,2016-04-09 10:24:00
777,279,843,3,9.78,confirmed,2016-04-17 00:21:00
778,280,743,2,7.4,confirmed,2016-04-16 22:07:00
779,280,38,1,3.7,confirmed,2016-04-19 11:07:00
780,281,870,1,3.18,confirmed,2016-04-30 12:51:00
781,281,610,1,3.18,confirmed,2016-04-29 02:51:00
782,281,894,1,3.18,confirmed,2016-04-29 02:51:00
783,282,330,1,3.17,confirmed,2016-04-27 22:18:00
784,282,207,2,6.34,confirmed,2016-04-30 03:18:00
802,288,571,2,8.36,confirmed,2016-04-30 07:08:00
803,288,667,2,8.36,confirmed,2016-05-01 03:08:00
810,291,317,2,3.38,confirmed,2016-05-03 01:32:00
811,291,980,3,5.07,cancelled,2016-05-01 14:32:00
815,293,202,1,3.48,confirmed,2016-05-02 21:09:00
816,293,212,1,3.48,confirmed,2016-05-02 15:09:00
817,293,699,1,3.48,confirmed,2016-05-01 18:09:00
818,293,900,1,3.48,cancelled,2016-05-02 22:09:00
827,298,142,4,6.04,cancelled,2016-05-03 02:55:00
828,299,467,2,8.2,confirmed,2016-05-03 00:02:00
829,299,523,2,8.2,confirmed,2016-05-04 10:02:00
844,304,873,3,8.55,confirmed,2016-05-05 01:52:00
845,305,880,1,4.82,confirmed,2016-05-05 18:05:00
846,305,265,2,9.64,confirmed,2016-05-05 15:05:00
847,305,15,2,9.64,confirmed,2016-05-05 07:05:00
848,306,187,1,4.87,confirmed,2016-05-06 04:56:00
849,306,820,1,4.87,confirmed,2016-05-05 19:56:00
850,306,542,1,4.87,confirmed,2016-05-04 10:56:00
851,306,884,1,4.87,confirmed,2016-05-04 06:56:00
855,309,766,1,3.13,confirmed,2016-05-05 09:00:00
856,309,973,1,3.13,confirmed,2016-05-04 15:00:00
857,309,772,1,3.13,confirmed,2016-05-05 01:00:00
858,309,946,1,3.13,confirmed,2016-05-04 15:00:00
879,318,734,1,3.74,confirmed,2016-05-10 09:43:00
880,318,267,1,3.74,confirmed,2016-05-09 02:43:00
881,318,106,1,3.74,confirmed,2016-05-11 17:43:00
882,318,36,1,3.74,confirmed,2016-05-10 07:43:00
885,320,448,1,3.25,confirmed,2016-05-12 12:15:00
887,320,866,1,3.25,confirmed,2016-05-10 15:15:00
888,320,747,1,3.25,confirmed,2016-05-10 09:15:00
889,321,649,1,5.78,confirmed,2016-05-11 19:01:00
890,322,863,4,13.12,confirmed,2016-05-12 04:50:00
892,323,182,1,4.09,confirmed,2016-05-13 06:11:00
893,323,569,1,4.09,confirmed,2016-05-11 11:11:00
894,324,144,1,4.94,confirmed,2016-05-13 04:44:00
895,324,37,2,9.88,confirmed,2016-05-11 13:44:00
897,325,548,1,6.5,confirmed,2016-05-12 16:19:00
898,325,990,1,6.5,confirmed,2016-05-13 08:19:00
899,326,964,1,1.98,confirmed,2016-05-13 09:42:00
900,326,696,1,1.98,confirmed,2016-05-13 20:42:00
901,326,893,1,1.98,confirmed,2016-05-12 02:42:00
902,326,897,1,1.98,confirmed,2016-05-13 22:42:00
903,327,178,1,2.52,cancelled,2016-05-15 07:22:00
904,328,627,1,2.16,cancelled,2016-05-16 19:56:00
905,328,176,1,2.16,confirmed,2016-05-16 04:56:00
906,328,857,1,2.16,cancelled,2016-05-15 02:56:00
907,328,607,1,2.16,cancelled,2016-05-15 05:56:00
908,329,124,1,3.72,confirmed,2016-05-16 11:53:00
909,329,702,1,3.72,confirmed,2016-05-15 20:53:00
910,329,591,1,3.72,confirmed,2016-05-16 20:53:00
911,330,174,1,3.85,confirmed,2016-05-19 08:35:00
912,330,715,1,3.85,confirmed,2016-05-17 13:35:00
913,330,380,1,3.85,confirmed,2016-05-16 23:35:00
914,330,568,1,3.85,confirmed,2016-05-18 15:35:00
915,331,725,3,14.91,confirmed,2016-05-18 03:52:00
916,332,213,3,17.22,confirmed,2016-05-25 02:50:00
917,332,147,2,11.48,confirmed,2016-05-26 13:50:00
918,333,612,2,11.72,confirmed,2016-05-27 04:46:00
919,334,848,1,1.23,confirmed,2016-05-26 10:10:00
920,334,803,1,1.23,confirmed,2016-05-26 14:10:00
921,334,310,1,1.23,confirmed,2016-05-26 12:10:00
922,335,226,1,2.48,confirmed,2016-05-30 16:07:00
923,335,477,1,2.48,confirmed,2016-05-29 04:07:00
924,335,790,2,4.96,confirmed,2016-05-31 11:07:00
925,335,643,1,2.48,confirmed,2016-05-30 04:07:00
926,335,677,1,2.48,confirmed,2016-05-29 22:07:00
993,357,348,1,1.76,cancelled,2016-06-07 00:48:00
994,357,707,1,1.76,confirmed,2016-06-05 14:48:00
995,357,116,1,1.76,confirmed,2016-06-07 06:48:00
996,357,751,1,1.76,confirmed,2016-06-06 17:48:00
997,358,802,2,7.26,confirmed,2016-06-07 10:05:00
